osm_id,osm_url,name,lat,lon,tourism,amenity,building,route_distance_m,note:osm_route_relation,relation_status,proposal_note
node/480438587,https://www.openstreetmap.org/node/480438587,,61.7751437,12.9455456,camp_site,,,75.9,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/480438587.
node/3780571958,https://www.openstreetmap.org/node/3780571958,,59.9310047,15.4435894,picnic_site,,,77.1,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/3780571958.
way/763461266,https://www.openstreetmap.org/way/763461266,Nedre Rändfallet,62.4573790,13.1197064,wilderness_hut,,yes,78.2,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: way/763461266.
node/3663316821,https://www.openstreetmap.org/node/3663316821,Stugudal Camping,62.8959330,11.8847890,camp_site,,,79.5,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/3663316821.
node/4689369505,https://www.openstreetmap.org/node/4689369505,,60.1538633,15.1917027,,shelter,,81.7,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/4689369505.
node/7868155985,https://www.openstreetmap.org/node/7868155985,,63.3455388,10.7758408,picnic_site,,,89.1,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/7868155985.
node/7133977058,https://www.openstreetmap.org/node/7133977058,Lilla Fruhågntjärnen,62.1932593,13.0999008,,shelter,,89.5,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/7133977058.
node/4692454907,https://www.openstreetmap.org/node/4692454907,,60.1480932,15.3731912,,shelter,,95.0,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/4692454907.
node/5739848265,https://www.openstreetmap.org/node/5739848265,Wanbo herrgård,60.1174385,15.4843456,hotel,restaurant,,95.3,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/5739848265.
node/3599510681,https://www.openstreetmap.org/node/3599510681,,59.9082769,15.5230902,,shelter,,101.9,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/3599510681.
node/480438590,https://www.openstreetmap.org/node/480438590,,61.7846900,12.9332100,,shelter,,103.7,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/480438590.
way/241592388,https://www.openstreetmap.org/way/241592388,Best Western Mora Hotell & Spa,61.0055783,14.5416700,hotel,,yes,106.7,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: way/241592388.
node/4692454909,https://www.openstreetmap.org/node/4692454909,,60.1479811,15.3730732,,shelter,,107.7,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/4692454909.
way/200675346,https://www.openstreetmap.org/way/200675346,Hotell Mora Parken,61.0101703,14.5258522,hotel,,yes,107.8,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: way/200675346.
node/454970928,https://www.openstreetmap.org/node/454970928,Fjällgården,62.7014108,12.3890590,hotel,,,110.6,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/454970928.
node/3600575308,https://www.openstreetmap.org/node/3600575308,,59.9184021,15.4668014,,shelter,,115.5,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/3600575308.
node/842928244,https://www.openstreetmap.org/node/842928244,Caravan Club Sollerön,60.9003915,14.5840092,camp_site,,,122.7,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/842928244.
node/2114275830,https://www.openstreetmap.org/node/2114275830,,60.4820797,14.7112990,,shelter,,123.1,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/2114275830.
node/7578387114,https://www.openstreetmap.org/node/7578387114,,60.1630096,15.1777741,,shelter,,124.5,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/7578387114.
node/450705612,https://www.openstreetmap.org/node/450705612,,60.8541463,14.5759608,,shelter,,124.8,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/450705612.
node/3221760922,https://www.openstreetmap.org/node/3221760922,,60.1366291,15.4052802,,shelter,,132.1,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/3221760922.
node/11813572343,https://www.openstreetmap.org/node/11813572343,,60.1403449,15.4036046,,shelter,,132.7,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/11813572343.
way/447222678,https://www.openstreetmap.org/way/447222678,Skogsstationen Flyktan,61.3879279,13.4771050,,shelter,yes,138.5,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: way/447222678.
node/7125728396,https://www.openstreetmap.org/node/7125728396,Fruhågna,62.2034328,13.0900429,,shelter,,142.1,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/7125728396.
node/13072140738,https://www.openstreetmap.org/node/13072140738,,62.5291962,12.5684800,picnic_site,,,144.0,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/13072140738.
node/13624799245,https://www.openstreetmap.org/node/13624799245,,62.1294211,13.1940200,,shelter,,147.0,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/13624799245.
node/317449697,https://www.openstreetmap.org/node/317449697,Bruksvallarnas stugby,62.6432233,12.4240139,chalet,,,148.5,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/317449697.
node/451689902,https://www.openstreetmap.org/node/451689902,Läde slogbod,61.0072909,14.4429986,,shelter,,148.6,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/451689902.
node/2338589448,https://www.openstreetmap.org/node/2338589448,Snöå Bruk,60.5374234,14.4480358,guest_house,,,161.5,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/2338589448.
node/13416772010,https://www.openstreetmap.org/node/13416772010,,61.9007524,12.7684426,,shelter,,161.7,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/13416772010.
node/7020811291,https://www.openstreetmap.org/node/7020811291,,61.1166018,14.1778348,hostel,,,162.9,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/7020811291.
node/4693984243,https://www.openstreetmap.org/node/4693984243,,60.1679468,15.1656840,,shelter,,168.8,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/4693984243.
node/7125248173,https://www.openstreetmap.org/node/7125248173,Byvägen2 Vindskydd,61.8038310,12.9085739,,shelter,,171.8,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/7125248173.
node/4693984241,https://www.openstreetmap.org/node/4693984241,,60.1675426,15.1656603,,shelter,,173.0,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/4693984241.
node/5882906516,https://www.openstreetmap.org/node/5882906516,,60.4438341,14.7700636,,shelter,,173.2,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/5882906516.
node/8805325946,https://www.openstreetmap.org/node/8805325946,,62.5516673,12.5442906,,shelter,,174.7,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/8805325946.
node/1906494178,https://www.openstreetmap.org/node/1906494178,Sörens palats,60.4641314,14.6864446,chalet,,,180.7,1151161,missing,Proposed: add as member of relation 1151161 (Romboleden). Do not modify existing members of relation 1151161 (Romboleden). Research aid only. Existing OSM object: node/1906494178.
