trail,poi_name,category,lat,lon,match_status,matched_osm_id,matched_osm_url,distance_m,tag_diff,proposal_note
Gudbrandsdalsleden,Øvergaard i Lillehammer tilbyr overnatting i sentrum for pilegrimer,Vandrerhjem,61.1159737,10.4709911,matched,node/6808271314,https://www.openstreetmap.org/node/6808271314,1.2,name:Øvergaard i Lillehammer tilbyr overnatting i sentrum for pilegrimer->Øvergaard; tourism:hostel->guest_house,
Gudbrandsdalsleden,Øysand Camping,Campingplass,63.3270960,10.2133370,matched,way/529802395,https://www.openstreetmap.org/way/529802395,86.9,+name=Øysand Camping,
Gudbrandsdalsleden,Gapahuk i Skar,Gapahuk,61.5904745,9.8321629,possible,node/6131154231,https://www.openstreetmap.org/node/6131154231,134.4,compatible_tag_beyond_100m; +name=Gapahuk i Skar,
Gudbrandsdalsleden,"Gapahuken ""Gubbero""",Gapahuk,59.9663388,10.9423496,possible,node/1931260548,https://www.openstreetmap.org/node/1931260548,160.2,"compatible_tag_beyond_100m; name:Gapahuken ""Gubbero""->Gubbero gapahuk; +shelter_type=lean_to",
Gudbrandsdalsleden,Husmannsstuggua,Pilegrimsherberge | Rom og hytter | Teltplass,60.9517894,10.6111379,possible,way/1547668734,https://www.openstreetmap.org/way/1547668734,199.7,compatible_tag_beyond_100m; osm:amenity=shelter; +hostel:type=pilgrim; +name=Husmannsstuggua; osm:shelter_type=lean_to; +tourism=hostel,
Gudbrandsdalsleden,Kleivstua hotell,Vandrerhjem | Rom og hytter,60.0468680,10.3221490,possible,way/743409558,https://www.openstreetmap.org/way/743409558,206.1,compatible_tag_beyond_100m; osm:amenity=shelter; +name=Kleivstua hotell; osm:shelter_type=picnic_shelter; +tourism=hostel,
Gudbrandsdalsleden,Langøyene camping,Teltplass,59.8712779,10.7156181,possible,way/1547711866,https://www.openstreetmap.org/way/1547711866,156.5,compatible_tag_beyond_100m; name:Langøyene camping->Langøyene Teltplass,
Gudbrandsdalsleden,Lian Gård Pilegrimsherberge,Pilegrimsherberge,63.4026594,10.3098965,possible,way/1036117245,https://www.openstreetmap.org/way/1036117245,215.9,compatible_tag_beyond_100m; osm:amenity=shelter; +hostel:type=pilgrim; +name=Lian Gård Pilegrimsherberge; osm:shelter_type=public_transport; +tourism=hostel,
Gudbrandsdalsleden,Ljoshaugen camping,Campingplass,62.0707621,9.1316986,possible,node/12115211607,https://www.openstreetmap.org/node/12115211607,105.8,compatible_tag_beyond_100m,
Gudbrandsdalsleden,Ner-Grefstad gard,Pilegrimsherberge,63.0465912,9.7109163,possible,node/7804528516,https://www.openstreetmap.org/node/7804528516,188.6,compatible_tag_beyond_100m; osm:amenity=shelter; +hostel:type=pilgrim; name:Ner-Grefstad gard->Grendahuken; osm:shelter_type=picnic_shelter; +tourism=hostel,
Gudbrandsdalsleden,Nermo Herberge - idyllisk herberge tilknyttet Nermo Hotell i Øyer,Pilegrimsherberge,61.2441965,10.4577559,possible,node/6808271293,https://www.openstreetmap.org/node/6808271293,103.2,compatible_tag_beyond_100m; +hostel:type=pilgrim; name:Nermo Herberge - idyllisk herberge tilknyttet Nermo Hotell i Øyer->Nermotunet; tourism:hostel->apartment,
Gudbrandsdalsleden,Pilegrimssenter Dale-Gudbrand,Pilegrimsherberge,61.5485334,9.9665523,possible,way/708003068,https://www.openstreetmap.org/way/708003068,27.5,incompatible_or_weak_tags; +hostel:type=pilgrim; tourism:hostel->information,
Gudbrandsdalsleden,Pilegrimssenter Granavollen,Teltplass | Rasteplass,60.3673312,10.5283785,possible,way/475158600,https://www.openstreetmap.org/way/475158600,5.7,incompatible_or_weak_tags; +tents=yes; tourism:camp_site->information,
Gudbrandsdalsleden,Rastebu Granavollen,Rasteplass,60.3674628,10.5286081,possible,way/475158600,https://www.openstreetmap.org/way/475158600,14.0,incompatible_or_weak_tags; +amenity=shelter; name:Rastebu Granavollen->Pilegrimssenter Granavollen; +shelter_type=lean_to; osm:tourism=information,
Gudbrandsdalsleden,Risebru Pilegrimsherberge,Pilegrimsherberge,60.2377458,11.1701499,possible,node/4802937315,https://www.openstreetmap.org/node/4802937315,51.9,incompatible_or_weak_tags; +hostel:type=pilgrim; +name=Risebru Pilegrimsherberge; tourism:hostel->picnic_site,
Gudbrandsdalsleden,Smegarden Camping,Campingplass | Rom og hytter | Teltplass,62.5342769,9.6247091,possible,way/202589748,https://www.openstreetmap.org/way/202589748,117.7,compatible_tag_beyond_100m; tourism:chalet->camp_site,
Gudbrandsdalsleden,Strandheimen Gjestehus,Pilegrimsherberge,63.3256020,10.2143190,possible,way/529802395,https://www.openstreetmap.org/way/529802395,103.3,compatible_tag_beyond_100m; +hostel:type=pilgrim; +name=Strandheimen Gjestehus; tourism:hostel->camp_site,
