trail,country,poi_name,category,lat,lon,match_status,matched_osm_id,matched_osm_url,distance_m,tag_diff,source,path_types,naturkartan_id,proposal_note
St. Olavsleden,Sweden,Lombäcksstugorna,Boende,62.5932976,15.6786852,gap,,,,,stolavsleden.com,all,21507,Proposed: create OSM object and add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only.
St. Olavsleden,Sweden,"Lägenhet, Bodsjöbränna",Boende,63.4639530,12.6285954,gap,,,,,stolavsleden.com,all,126468,Proposed: create OSM object and add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only.
St. Olavsleden,Sweden,"Mellgård, Grimnäsvägen",Boende,62.8690670,15.2724400,gap,,,,,stolavsleden.com,all,21408,Proposed: create OSM object and add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only.
St. Olavsleden,Sweden,Mitt Musteri i Borgsjö,Boende,62.5489496,15.8348592,gap,,,,,stolavsleden.com,all,22162,Proposed: create OSM object and add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only.
St. Olavsleden,Sweden,"Mogården, Gimdalen",Boende,62.8381959,15.6792893,gap,,,,,stolavsleden.com,all,48308,Proposed: create OSM object and add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only.
St. Olavsleden,Sweden,Mörsils Gamla Prästgård,Boende,63.3096018,13.6509987,gap,,,,,stolavsleden.com,all,94776,Proposed: create OSM object and add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only.
St. Olavsleden,Sweden,Norrgården: boende i Fränsta ,Boende,62.4976291,16.1893352,gap,,,,,stolavsleden.com,all,148873,Proposed: create OSM object and add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only.
St. Olavsleden,Sweden,"Nälden, Ishallen",Boende,63.3472130,14.2515450,gap,,,,,stolavsleden.com,all,21403,Proposed: create OSM object and add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only.
St. Olavsleden,Sweden,"Pilgrimskullen, Vaplan",Boende,63.3403836,14.2251069,gap,,,,,stolavsleden.com,all,26667,Proposed: create OSM object and add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only.
St. Olavsleden,Sweden,Pilgrimstad Vandrarhem,Boende,62.9564630,15.0417580,gap,,,,,stolavsleden.com,all,21394,Proposed: create OSM object and add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only.
St. Olavsleden,Sweden,Pilgrimsvila - Båthuset på Rödön,Boende,63.2336691,14.4177860,gap,,,,,stolavsleden.com,all,73477,Proposed: create OSM object and add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only.
St. Olavsleden,Sweden,"Pils gård, Alsen",Boende,63.3849764,14.0084496,gap,,,,,stolavsleden.com,all,138008,Proposed: create OSM object and add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only.
St. Olavsleden,Sweden,"Pizzaros, Mörsil",Boende,63.3017806,13.6520562,gap,,,,,stolavsleden.com,all,100370,Proposed: create OSM object and add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only.
St. Olavsleden,Sweden,Rastplats och badplats i Alsen,Vindskydd,63.3835698,13.9612977,gap,,,,,stolavsleden.com,all,22403,Proposed: create OSM object and add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only.
St. Olavsleden,Sweden,Rastplats och dass i Slåttviken,Vindskydd,62.8872472,15.2727925,gap,,,,,stolavsleden.com,all,26772,Proposed: create OSM object and add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only.
St. Olavsleden,Sweden,Revsunds Brewery & Distillery,Campingplass,62.9015192,15.1239662,gap,,,,,stolavsleden.com,all,93642,Proposed: create OSM object and add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only.
St. Olavsleden,Sweden,Revsunds Prästgård,Boende,62.8993389,15.1286735,gap,,,,,stolavsleden.com,all,23781,Proposed: create OSM object and add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only.
St. Olavsleden,Sweden,"Ritas brygga, Pilgrimstad",Boende,62.9572900,15.0341700,gap,,,,,stolavsleden.com,all,21523,Proposed: create OSM object and add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only.
St. Olavsleden,Sweden,"Rombäck 611, Fränsta",Boende,62.4894800,16.2624000,gap,,,,,stolavsleden.com,all,21526,Proposed: create OSM object and add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only.
St. Olavsleden,Sweden,Rum i Bräcke  +46734843566,Boende,62.7378049,15.4301922,gap,,,,,stolavsleden.com,all,122958,Proposed: create OSM object and add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only.
St. Olavsleden,Sweden,Röde 301,Boende,63.3558100,14.0829300,gap,,,,,stolavsleden.com,all,21407,Proposed: create OSM object and add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only.
St. Olavsleden,Sweden,Röde 585,Boende,63.3546166,14.0931588,gap,,,,,stolavsleden.com,all,21527,Proposed: create OSM object and add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only.
St. Olavsleden,Sweden,Rödebuan Wilderness Camp,Boende,63.3890502,14.0868967,gap,,,,,stolavsleden.com,all,128390,Proposed: create OSM object and add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only.
St. Olavsleden,Sweden,Rödösundet Acc. Rödön,Boende,63.2298169,14.4667762,gap,,,,,stolavsleden.com,all,21411,Proposed: create OSM object and add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only.
St. Olavsleden,Sweden,"Sara's Bed & Breakfast, Erikslund",Boende,62.5302780,15.8898250,gap,,,,,stolavsleden.com,all,21510,Proposed: create OSM object and add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only.
St. Olavsleden,Sweden,Skalstugan pensionat,Boende,63.5745969,12.2752869,gap,,,,,stolavsleden.com,all,21355,Proposed: create OSM object and add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only.
St. Olavsleden,Sweden,"Solbacken, Fränsta",Boende,62.4936680,16.2093560,gap,,,,,stolavsleden.com,all,21462,Proposed: create OSM object and add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only.
St. Olavsleden,Sweden,"St Olavs Cabin, Hållsta, Brunflo",Boende,63.0046301,14.9494159,gap,,,,,stolavsleden.com,all,122750,Proposed: create OSM object and add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only.
St. Olavsleden,Sweden,Stalltjärnstugan,Boende,63.4695748,12.5782990,gap,,,,,stolavsleden.com,all,22108,Proposed: create OSM object and add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only.
St. Olavsleden,Sweden,Strandbergs Bed and Breakfast,Boende,63.3252871,13.5367112,gap,,,,,stolavsleden.com,all,21420,Proposed: create OSM object and add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only.
St. Olavsleden,Sweden,Stuga i Grytan,Boende,63.0929276,14.7928011,gap,,,,,stolavsleden.com,all,52580,Proposed: create OSM object and add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only.
St. Olavsleden,Sweden,Stuga i Sösjö,Boende,62.7528133,15.5026501,gap,,,,,stolavsleden.com,all,26669,Proposed: create OSM object and add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only.
St. Olavsleden,Sweden,"Stuga Österböle 212, Balsta",Boende,63.0241269,14.9399164,gap,,,,,stolavsleden.com,all,70730,Proposed: create OSM object and add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only.
St. Olavsleden,Sweden,"Stuga, Lövåsen, Sörnedansjö",Boende,62.3676668,16.8077664,gap,,,,,stolavsleden.com,all,100362,Proposed: create OSM object and add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only.
St. Olavsleden,Sweden,"Stuga, Staa",Boende,63.4016795,12.8280091,gap,,,,,stolavsleden.com,all,103051,Proposed: create OSM object and add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only.
St. Olavsleden,Sweden,"Stuga, Undersåker",Boende,63.3099192,13.3004200,gap,,,,,stolavsleden.com,all,99673,Proposed: create OSM object and add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only.
St. Olavsleden,Sweden,"Stugor, Rödön",Boende,63.2446149,14.4266786,gap,,,,,stolavsleden.com,all,100812,Proposed: create OSM object and add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only.
St. Olavsleden,Sweden,"Svedje, Brunflo",Boende,62.9877224,15.0042613,gap,,,,,stolavsleden.com,all,73480,Proposed: create OSM object and add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only.
St. Olavsleden,Sweden,"Sweden4u - Usland, Stöde",Boende,62.4022000,16.6299250,gap,,,,,stolavsleden.com,all,21269,Proposed: create OSM object and add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only.
St. Olavsleden,Sweden,"Syster Ruths Hus, Alsen",Boende,63.3878832,13.9131374,gap,,,,,stolavsleden.com,all,22160,Proposed: create OSM object and add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only.
St. Olavsleden,Sweden,"Södra Gullgård, Fränsta",Boende,62.4840416,16.1052997,gap,,,,,stolavsleden.com,all,73516,Proposed: create OSM object and add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only.
St. Olavsleden,Sweden,Sörnedansjö 149,Boende,62.3729267,16.8513231,gap,,,,,stolavsleden.com,all,73513,Proposed: create OSM object and add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only.
St. Olavsleden,Sweden,Tuna Hembygdsgård,Teltplass,62.3596968,17.0369883,gap,,,,,stolavsleden.com,all,26702,Proposed: create OSM object and add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only.
St. Olavsleden,Sweden,"Tälje lantgårdshotell, Erikslund",Boende,62.5560610,15.8581670,gap,,,,,stolavsleden.com,all,21386,Proposed: create OSM object and add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only.
St. Olavsleden,Sweden,"Uppland, Måbragård, Mörsil",Boende,63.3153320,13.5884260,gap,,,,,stolavsleden.com,all,21419,Proposed: create OSM object and add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only.
St. Olavsleden,Sweden,"Vaplan, Vaplansgård",Boende,63.3354870,14.2126310,gap,,,,,stolavsleden.com,all,21414,Proposed: create OSM object and add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only.
St. Olavsleden,Sweden,"Vindskydd, grillplats, bänkar",Vindskydd,62.4954864,16.0492203,gap,,,,,stolavsleden.com,all,128545,Proposed: create OSM object and add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only.
St. Olavsleden,Sweden,"Viskansparken, Torpshammar",Boende,62.4516723,16.4163517,gap,,,,,stolavsleden.com,all,126464,Proposed: create OSM object and add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only.
St. Olavsleden,Sweden,"Wångens Wärdshus, Alsen",Boende,63.3865840,13.9522140,gap,,,,,stolavsleden.com,all,21486,Proposed: create OSM object and add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only.
St. Olavsleden,Sweden,Åre Camping och stugor,Boende,63.3518520,13.1861150,gap,,,,,stolavsleden.com,all,21438,Proposed: create OSM object and add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only.
St. Olavsleden,Sweden,Åredalens Fjällgård,Boende,63.3239017,13.3635125,gap,,,,,stolavsleden.com,all,52581,Proposed: create OSM object and add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only.
St. Olavsleden,Sweden,"Åsans pilgrimsboende, Mörsil",Boende,63.3149667,13.6850861,gap,,,,,stolavsleden.com,all,99226,Proposed: create OSM object and add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only.
St. Olavsleden,Sweden,Badplats vid hamn,Vindskydd,62.4930528,16.1694849,matched,node/12568786545,https://www.openstreetmap.org/node/12568786545,28.1,amenity=shelter; name=Torpsjön lägerplats,stolavsleden.com,all,26764,Proposed: add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only. Existing OSM object: node/12568786545.
St. Olavsleden,Sweden,"Brinkeboda, Mörsil",Boende,63.3101537,13.6474975,matched,node/6341216814,https://www.openstreetmap.org/node/6341216814,79.9,amenity=shelter,stolavsleden.com,all,74998,Proposed: add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only. Existing OSM object: node/6341216814.
St. Olavsleden,Sweden,"Camp Midadventure, Torpshammar",Boende,62.4805636,16.2960852,matched,node/503277851,https://www.openstreetmap.org/node/503277851,40.6,tourism=camp_site; name=Camp Midadventure,stolavsleden.com,all,21381,Proposed: add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only. Existing OSM object: node/503277851.
St. Olavsleden,Sweden,"Camp Östbacken, Kluk",Boende,63.4069686,13.8122597,matched,node/11818550599,https://www.openstreetmap.org/node/11818550599,5.1,tourism=camp_site; name=Camp Östbacken,stolavsleden.com,all,72202,Proposed: add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only. Existing OSM object: node/11818550599.
St. Olavsleden,Sweden,"Duvedsbyn, Millestgården",Boende,63.3924820,12.8744620,matched,way/605741152,https://www.openstreetmap.org/way/605741152,6.0,tourism=hotel; building=yes; name=Millestgården,stolavsleden.com,all,21442,Proposed: add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only. Existing OSM object: way/605741152.
St. Olavsleden,Sweden,"Elite Hotel Knaust, Sundsvall",Boende,62.3905870,17.3110720,matched,way/84947237,https://www.openstreetmap.org/way/84947237,8.1,tourism=hotel; building=yes; name=Hotel Knaust,stolavsleden.com,all,21478,Proposed: add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only. Existing OSM object: way/84947237.
St. Olavsleden,Sweden,Frösö Park Hotel,Boende,63.1923640,14.4869650,matched,way/107975375,https://www.openstreetmap.org/way/107975375,28.2,tourism=hotel; building=hotel; name=Quality Hotel Frösö Park,stolavsleden.com,all,21401,Proposed: add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only. Existing OSM object: way/107975375.
St. Olavsleden,Sweden,"Gårdshuset Vandrarhem, Undersåker",Boende,63.3162252,13.2365266,matched,node/13590708417,https://www.openstreetmap.org/node/13590708417,4.2,tourism=hostel; name=Gårdhuset Vandrarhem,stolavsleden.com,all,52579,Proposed: add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only. Existing OSM object: node/13590708417.
St. Olavsleden,Sweden,"Hotell Emma, Östersund",Boende,63.1781461,14.6369141,matched,node/470641814,https://www.openstreetmap.org/node/470641814,8.1,tourism=hotel; name=Hotel Emma,stolavsleden.com,all,25635,Proposed: add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only. Existing OSM object: node/470641814.
St. Olavsleden,Sweden,Hållandsgården,Boende,63.3214850,13.3610220,matched,node/4236193150,https://www.openstreetmap.org/node/4236193150,7.8,tourism=hotel; name=Hållandsgården,stolavsleden.com,all,21431,Proposed: add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only. Existing OSM object: node/4236193150.
St. Olavsleden,Sweden,Hållandsgårdens Pilgrimsstuga,Raststuga,63.3164487,13.3526767,matched,node/13267585089,https://www.openstreetmap.org/node/13267585089,3.6,tourism=wilderness_hut; name=Hållandsgårdens Pilgrimsstuga,stolavsleden.com,all,122705,Proposed: add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only. Existing OSM object: node/13267585089.
St. Olavsleden,Sweden,"Jamtli Vandrarhem, Östersund",Boende,63.1875010,14.6366430,matched,node/12646509409,https://www.openstreetmap.org/node/12646509409,74.2,amenity=shelter,stolavsleden.com,all,21484,Proposed: add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only. Existing OSM object: node/12646509409.
St. Olavsleden,Sweden,"Multi Challenge Hostel, Östersund",Boende,63.1620000,14.6572588,matched,node/2549551944,https://www.openstreetmap.org/node/2549551944,4.8,tourism=hostel,stolavsleden.com,all,73514,Proposed: add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only. Existing OSM object: node/2549551944.
St. Olavsleden,Sweden,Quality Hotel Sundsvall,Boende,62.3863000,17.3066900,matched,node/560417202,https://www.openstreetmap.org/node/560417202,17.4,tourism=hotel; name=Quality Hotel Sundsvall,stolavsleden.com,all,21505,Proposed: add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only. Existing OSM object: node/560417202.
St. Olavsleden,Sweden,STF Södergården Vandrarhem Åre,Boende,63.3161258,13.2746848,matched,way/1309939669,https://www.openstreetmap.org/way/1309939669,17.5,tourism=hostel; building=yes; name=STF Södergården Vandrarhem Åre,stolavsleden.com,all,20175,Proposed: add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only. Existing OSM object: way/1309939669.
St. Olavsleden,Sweden,STF Östersund Ledkrysset,Boende,63.1781880,14.6456800,matched,node/2585557211,https://www.openstreetmap.org/node/2585557211,1.4,tourism=hostel; name=STF Östersund Ledkrysset Vandrarhem,stolavsleden.com,all,21397,Proposed: add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only. Existing OSM object: node/2585557211.
St. Olavsleden,Sweden,Stuga i Brunflo,Boende,63.0798590,14.8278864,matched,node/4557813792,https://www.openstreetmap.org/node/4557813792,88.5,amenity=shelter,stolavsleden.com,all,72671,Proposed: add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only. Existing OSM object: node/4557813792.
St. Olavsleden,Sweden,Sundsvall City Hotel,Boende,62.3913390,17.3107360,matched,node/922674322,https://www.openstreetmap.org/node/922674322,7.4,tourism=hotel; name=Sundsvall City Hotel,stolavsleden.com,all,21479,Proposed: add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only. Existing OSM object: node/922674322.
St. Olavsleden,Sweden,"Sörbygården Bed & Breakfast, Brunflo",Boende,63.0967410,14.7913960,matched,node/3815442185,https://www.openstreetmap.org/node/3815442185,1.6,tourism=guest_house; name=Sörbygården,stolavsleden.com,all,21395,Proposed: add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only. Existing OSM object: node/3815442185.
St. Olavsleden,Sweden,Torpshammars Herrgård,Boende,62.4719890,16.3313860,matched,node/1751673706,https://www.openstreetmap.org/node/1751673706,38.8,tourism=guest_house; name=Torpshammars herrgård,stolavsleden.com,all,21508,Proposed: add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only. Existing OSM object: node/1751673706.
St. Olavsleden,Sweden,Tältplats Bräcke Båthamn,Boende,62.7474252,15.4184561,matched,node/9879338570,https://www.openstreetmap.org/node/9879338570,81.1,tourism=camp_site; name=Bräcke Strand Tältplats,stolavsleden.com,all,70283,Proposed: add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only. Existing OSM object: node/9879338570.
St. Olavsleden,Sweden,Åre B&B,Boende,63.3973780,13.0912520,matched,node/13156999342,https://www.openstreetmap.org/node/13156999342,8.1,tourism=guest_house; name=Åre Bed & Breakfast,stolavsleden.com,all,21439,Proposed: add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only. Existing OSM object: node/13156999342.
St. Olavsleden,Sweden,"Åre, Gästhuset",Boende,63.4002390,13.0767370,matched,node/6343703458,https://www.openstreetmap.org/node/6343703458,63.4,tourism=hotel; name=Parkvillan,stolavsleden.com,all,21441,Proposed: add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only. Existing OSM object: node/6343703458.
St. Olavsleden,Sweden,"Öyegården Treat & Retreat, Erikslund",Boende,62.5436437,15.8595424,matched,way/1233653937,https://www.openstreetmap.org/way/1233653937,26.5,tourism=guest_house; building=yes; name=Öyegården,stolavsleden.com,all,22135,Proposed: add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only. Existing OSM object: way/1233653937.
St. Olavsleden,Sweden,Frösö Stugby & Camping,Boende,63.1721300,14.5402100,possible,way/99409175,https://www.openstreetmap.org/way/99409175,126.7,tourism=camp_site; name=Frösö Camping,stolavsleden.com,all,21399,Proposed: add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only. Existing OSM object: way/99409175.
St. Olavsleden,Sweden,Harrsjöstugan,Boende,62.6835590,15.6095120,possible,node/12760157391,https://www.openstreetmap.org/node/12760157391,131.9,amenity=shelter,stolavsleden.com,all,21501,Proposed: add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only. Existing OSM object: node/12760157391.
St. Olavsleden,Sweden,"Huberget. Café och vandrarhem, Stöde",Boende,62.4157215,16.5641864,possible,way/808435179,https://www.openstreetmap.org/way/808435179,244.1,tourism=camp_site; name=Stöde Camping,stolavsleden.com,all,26710,Proposed: add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only. Existing OSM object: way/808435179.
St. Olavsleden,Sweden,"Liz Motell, Sundsvall",Boende,62.3585560,17.3699921,possible,way/297511988,https://www.openstreetmap.org/way/297511988,106.2,tourism=camp_site; name=First Camp Fläsian,stolavsleden.com,all,142728,Proposed: add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only. Existing OSM object: way/297511988.
St. Olavsleden,Sweden,"Lornsgården, Nälden",Boende,63.3534862,14.2527971,possible,node/939349186,https://www.openstreetmap.org/node/939349186,237.1,amenity=shelter,stolavsleden.com,all,103097,Proposed: add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only. Existing OSM object: node/939349186.
St. Olavsleden,Sweden,Rastplats med vindskydd,Vindskydd,63.6031524,12.2284788,possible,way/1305200399,https://www.openstreetmap.org/way/1305200399,19.6,building=hut,stolavsleden.com,all,27311,Proposed: add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only. Existing OSM object: way/1305200399.
St. Olavsleden,Sweden,Rastplats Tegeforsen,Vindskydd,63.3947961,12.9665351,possible,node/5055487629,https://www.openstreetmap.org/node/5055487629,102.0,amenity=shelter,stolavsleden.com,all,26844,Proposed: add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only. Existing OSM object: node/5055487629.
St. Olavsleden,Sweden,"Röjsmons vandrarhem, Järpen",Boende,63.3467086,13.4703847,possible,node/13943561855,https://www.openstreetmap.org/node/13943561855,228.8,amenity=shelter,stolavsleden.com,all,22194,Proposed: add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only. Existing OSM object: node/13943561855.
St. Olavsleden,Sweden,"Stuga, Frösön",Boende,63.1799259,14.5190008,possible,node/4558612423,https://www.openstreetmap.org/node/4558612423,120.3,amenity=shelter,stolavsleden.com,all,140529,Proposed: add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only. Existing OSM object: node/4558612423.
St. Olavsleden,Sweden,Östersunds Stugby & Camping,Boende,63.1600690,14.6727560,possible,node/3161063564,https://www.openstreetmap.org/node/3161063564,141.0,amenity=shelter; name=Svartsjöstugan,stolavsleden.com,all,21396,Proposed: add as member of relation 10524322 (St. Olavsleden). Do not modify existing members of relation 10524322 (St. Olavsleden). Research aid only. Existing OSM object: node/3161063564.
