trail,poi_name,category,lat,lon,url
Gudbrandsdalsleden,Stensveen,Pilegrimsherberge | Rom og hytter | Teltplass,60.7161903,10.8607610,https://www.pilegrimsleden.no/interessepunkter/stensveen
Gudbrandsdalsleden,Stokke Nedre,Rom og hytter,60.8862349,10.6767511,https://www.pilegrimsleden.no/interessepunkter/stokke-nedre
Gudbrandsdalsleden,Strandheimen Gjestehus,Pilegrimsherberge,63.3256020,10.2143190,https://www.pilegrimsleden.no/interessepunkter/strandheimen-pilegrimsovernatting
Gudbrandsdalsleden,"Stugguhaugen, Fagerhaug",Pilegrimsherberge | Rom og hytter,62.6586943,9.8846054,https://www.pilegrimsleden.no/interessepunkter/stabbur-i-oppdal-sentrum
Gudbrandsdalsleden,Støslia - Outdoor shelter,Gapahuk,61.6179930,9.7463869,https://www.pilegrimsleden.no/interessepunkter/stoslia-outdoor-shelter
Gudbrandsdalsleden,Sveastranda Camping,Campingplass | Rom og hytter | Teltplass,60.8889320,10.6756640,https://www.pilegrimsleden.no/interessepunkter/sveastranda-camping
Gudbrandsdalsleden,Sveen gård (Airbnb),Pilegrimsherberge,60.7615625,11.0810623,https://www.pilegrimsleden.no/interessepunkter/sveen-gard
Gudbrandsdalsleden,Sveinhaug gård,Pilegrimsherberge,60.9018402,10.7357290,https://www.pilegrimsleden.no/interessepunkter/sveinhaug-gard
Gudbrandsdalsleden,Svorkmo skytterhus,Pilegrimsherberge | Vandrerhjem | Rasteplass,63.1817883,9.7981125,https://www.pilegrimsleden.no/interessepunkter/svorkmo-skytterhus
Gudbrandsdalsleden,Sygard Grytting - middelalderloft,Pilegrimsherberge,61.5759382,9.8924360,https://www.pilegrimsleden.no/interessepunkter/sygard-grytting-middelalderloft
Gudbrandsdalsleden,Sæteren Gård,Rom og hytter,59.9479400,10.5621640,https://www.pilegrimsleden.no/interessepunkter/saeteren-gard
Gudbrandsdalsleden,Sætrangsgata 37,Pilegrimsherberge,60.1602497,10.2993469,https://www.pilegrimsleden.no/interessepunkter/saetrangsgata-37
Gudbrandsdalsleden,Tangenodden Camping,Campingplass | Rom og hytter | Teltplass,60.6139315,11.2608196,https://www.pilegrimsleden.no/interessepunkter/tangenodden-camping
Gudbrandsdalsleden,"Tankeplass - ""Hovudet, Klokkeporten og Falkesteinen""",Gapahuk,61.4933252,10.1810386,https://www.pilegrimsleden.no/interessepunkter/tankeplass-room-for-reflection-hogkleiva
Gudbrandsdalsleden,Teltplass,Teltplass,60.4622570,10.5738482,https://www.pilegrimsleden.no/interessepunkter/lavvoplass
Gudbrandsdalsleden,Toftemo Turiststasjon,Rom og hytter | Teltplass,61.9994920,9.2209140,https://www.pilegrimsleden.no/interessepunkter/toftemo-turiststasjon
Gudbrandsdalsleden,Ullereng gård pilegrimsherberge,Rom og hytter | Teltplass,59.9992729,11.0822464,https://www.pilegrimsleden.no/interessepunkter/ullereng-gard-pilegrimsherberge
Gudbrandsdalsleden,Varphaugen Gård,Campingplass,61.7079031,9.5521787,https://www.pilegrimsleden.no/interessepunkter/varphaugen-gard
Gudbrandsdalsleden,Vekve hyttetun,Rom og hytter,62.5965253,9.6900994,https://www.pilegrimsleden.no/interessepunkter/vekve-hyttetun
Gudbrandsdalsleden,Vollheim camping og hytter,Campingplass | Rom og hytter | Teltplass,61.9186080,9.3582674,https://www.pilegrimsleden.no/interessepunkter/vollheim-camping-og-hytter
Gudbrandsdalsleden,Østre Aker pilegrimsherberge,Pilegrimsherberge,59.9221295,10.8198166,https://www.pilegrimsleden.no/interessepunkter/ostre-aker-herberge
Gudbrandsdalsleden,Øvergaard i Lillehammer tilbyr overnatting i sentrum for pilegrimer,Vandrerhjem,61.1159737,10.4709911,https://www.pilegrimsleden.no/interessepunkter/overgaard-i-lillehammer-tilbyr-overnatting-i-sentrum-for-pilegrimer
Gudbrandsdalsleden,ØYGARDEN PILEGRIMSHERBERGE,Pilegrimsherberge,61.8393520,9.4086146,https://www.pilegrimsleden.no/interessepunkter/oygarden-pilegrimsherberge
Gudbrandsdalsleden,Øysand Camping,Campingplass,63.3270960,10.2133370,https://www.pilegrimsleden.no/interessepunkter/oysand-camping
Kystpilegrimsleia,Austrått camping og motell,Rom og hytter | Teltplass,63.6994677,9.7429580,https://www.pilegrimsleden.no/interessepunkter/austratt-camping-og-motell
Kystpilegrimsleia,Badestranda Leiren,Gapahuk,61.4978201,5.1358545,https://www.pilegrimsleden.no/interessepunkter/badestranda-leiren
Kystpilegrimsleia,Birkeland Camping,Campingplass,61.1717892,5.3509159,https://www.pilegrimsleden.no/interessepunkter/birkeland-camping
Kystpilegrimsleia,Blåheia,Gapahuk,63.5971042,9.8966217,https://www.pilegrimsleden.no/interessepunkter/blaheia
Kystpilegrimsleia,Borg sommerhotell og camping,Vandrerhjem,62.4330215,6.3935384,https://www.pilegrimsleden.no/interessepunkter/borg-sommerhotell
Kystpilegrimsleia,Borgstua på Kvernes Prestegård,Pilegrimsherberge,63.0057637,7.7235611,https://www.pilegrimsleden.no/interessepunkter/borgstua-pa-kvernes-prestegard
Kystpilegrimsleia,Brekkegarden pilegrimsherberge,Pilegrimsherberge,62.2533151,5.5850209,https://www.pilegrimsleden.no/interessepunkter/brekkegarden-pilegrimsherberge
Kystpilegrimsleia,Dagsturhytta Gulakvila,Gapahuk | Dagsturhytte,60.9838664,5.0666969,https://www.pilegrimsleden.no/interessepunkter/dagsturhytta-gulakvila
Kystpilegrimsleia,Dagsturhytta Havglimt,Gapahuk | Dagsturhytte,62.1022702,5.3383185,https://www.pilegrimsleden.no/interessepunkter/dagsturhytta-havglimt
Kystpilegrimsleia,Dagsturhytta Sørefjordhytta,Gapahuk | Dagsturhytte,61.1843165,5.3427748,https://www.pilegrimsleden.no/interessepunkter/dagsturhytta-sorefjordhytta
Kystpilegrimsleia,Eco Camp Norway på Smøla,Pilegrimsherberge | Vandrerhjem,63.3276488,8.0529468,https://www.pilegrimsleden.no/interessepunkter/pilegrimsherberge-pa-smola
Kystpilegrimsleia,Fjøsen Bed & make your own breakfast,Rom og hytter,62.6573691,7.3728435,https://www.pilegrimsleden.no/interessepunkter/sekken-bed-make-your-own-breakfast
Kystpilegrimsleia,Friluftsfyret Kvassheim,Pilegrimsherberge,58.5440423,5.6816364,https://www.pilegrimsleden.no/interessepunkter/friluftsfyret-kvassheim
Kystpilegrimsleia,Fru Ingas Apartments,Rorbu,62.1237318,5.3131256,https://www.pilegrimsleden.no/interessepunkter/fru-ingas-apartments
Kystpilegrimsleia,Fyrvokterboligen ved Sula Fyr,Pilegrimsherberge,63.8480640,8.4537920,https://www.pilegrimsleden.no/interessepunkter/fyrvokterboligen-pa-sula
Kystpilegrimsleia,Gapahuk Aksla,Gapahuk,62.4744002,6.2064004,https://www.pilegrimsleden.no/interessepunkter/gapahuk-aksla
Kystpilegrimsleia,Gapahuk i Fagerdalen,Gapahuk,63.6131966,9.8531485,https://www.pilegrimsleden.no/interessepunkter/gapahuk-i-fagerdalen
Kystpilegrimsleia,Gapahuk på Kvernes,Gapahuk,63.0080037,7.7164520,https://www.pilegrimsleden.no/interessepunkter/gapahuk-pa-kvernes
Kystpilegrimsleia,Gapahuken på Rosvollhaugen,Gapahuk,63.3074055,8.0120373,https://www.pilegrimsleden.no/interessepunkter/gapahuken-pa-rosvollhaugen
Kystpilegrimsleia,Gjertrudstua,Rom og hytter,63.5804899,9.9561704,https://www.pilegrimsleden.no/interessepunkter/gjertrudstua
Kystpilegrimsleia,Gjestegården Halsnøy,Rom og hytter,59.7940744,5.7095446,https://www.pilegrimsleden.no/interessepunkter/gjestegarden-halsnoy
Kystpilegrimsleia,Hatlems Hytter,Rom og hytter,61.1501971,5.1780851,https://www.pilegrimsleden.no/interessepunkter/hatlems-hytter
Kystpilegrimsleia,Hoddevik strandcamping,Campingplass,62.1277389,5.1629276,https://www.pilegrimsleden.no/interessepunkter/hoddevik-strandcamping
Kystpilegrimsleia,Huset ved havet,Pilegrimsherberge,58.6135920,5.6175515,https://www.pilegrimsleden.no/interessepunkter/huset-ved-havet
Kystpilegrimsleia,Jetmund Gjesteheim,Vandrerhjem,62.0389756,5.5217335,https://www.pilegrimsleden.no/interessepunkter/jetmund-gjesteheim
Kystpilegrimsleia,Kinn Gjestehus,Pilegrimsherberge,61.5664609,4.7650116,https://www.pilegrimsleden.no/interessepunkter/kinn-gjestehus
Kystpilegrimsleia,Kinn Skulehus,Pilegrimsherberge,61.5656813,4.7674281,https://www.pilegrimsleden.no/interessepunkter/kinn-skulehus
Kystpilegrimsleia,Kjeldsund leirstad og gjestegard,Pilegrimsherberge | Rom og hytter | Gapahuk | Rasteplass,62.2723994,5.8258360,https://www.pilegrimsleden.no/interessepunkter/kjeldsund-pilegrimsherberge-og-leirstad
Kystpilegrimsleia,Kråen Gard,Pilegrimsherberge | Glamping,62.2227180,5.5412259,https://www.pilegrimsleden.no/interessepunkter/kraen-gard-gardsherberge
Kystpilegrimsleia,Kvernes på Averøy | Nøkkelsted,Pilegrimsherberge,63.0054590,7.7218786,https://www.pilegrimsleden.no/interessepunkter/kvernes-pa-averoy
Kystpilegrimsleia,Kvile- og lesebu i Moltudalen,Gapahuk | Dagsturhytte,62.2792839,5.6271238,https://www.pilegrimsleden.no/interessepunkter/kvile-og-lesebu-i-moltudalen
Kystpilegrimsleia,Kviltorp camping - Molde,Campingplass,62.7424209,7.2335036,https://www.pilegrimsleden.no/interessepunkter/kviltorp-camping-molde
Kystpilegrimsleia,Lammetun ferie og fritid,Campingplass,61.2722307,4.9482290,https://www.pilegrimsleden.no/interessepunkter/lammetun-ferie-og-fritid
Kystpilegrimsleia,Lanternen hytte og bobilplass,Rom og hytter,62.3136849,5.7074205,https://www.pilegrimsleden.no/interessepunkter/lanternen-hytte-og-bobilplass
Kystpilegrimsleia,Magnusgarden,Pilegrimsherberge,60.6927608,5.1092212,https://www.pilegrimsleden.no/interessepunkter/magnusgarden
Kystpilegrimsleia,Olsens Pensjonat & Gjestehus,Rom og hytter,63.5189518,7.9531674,https://www.pilegrimsleden.no/interessepunkter/olsens-pensjonat-gjestehus
Kystpilegrimsleia,Overnatting i stabbur med fire sengeplasser på Karmøy,Pilegrimsherberge,59.3805140,5.2371622,https://www.pilegrimsleden.no/interessepunkter/historisk-stabbur-pa-karmoy
Kystpilegrimsleia,Pilegrimsherberge i Selje prestegard,Pilegrimsherberge,62.0445246,5.3455867,https://www.pilegrimsleden.no/interessepunkter/pilegrimsherberge-i-selje-prestegard
Kystpilegrimsleia,Pilegrimsherberge på Svanøy hovedgård,Pilegrimsherberge,61.4934509,5.1319142,https://www.pilegrimsleden.no/interessepunkter/pilegrimsherberge-pa-svanoy-hovedgard
Kystpilegrimsleia,Reveparken hytteutleige - overnatting direkte ved Jærstrendene,Pilegrimsherberge,58.7680291,5.5125448,https://www.pilegrimsleden.no/interessepunkter/velkommen-til-overnatting-ved-jaerstrendene
Kystpilegrimsleia,Selje camp og hyttesenter,Campingplass,62.0410156,5.3563981,https://www.pilegrimsleden.no/interessepunkter/selje-camp-og-hyttesenter
Kystpilegrimsleia,Seljebuda,Pilegrimsherberge,62.0457947,5.3430192,https://www.pilegrimsleden.no/interessepunkter/seljebuda
Kystpilegrimsleia,Sjøglytt,Gapahuk | Dagsturhytte,62.0448474,5.3566106,https://www.pilegrimsleden.no/interessepunkter/sjoglytt
Kystpilegrimsleia,Steinvik camping,Campingplass,61.9174036,5.1340528,https://www.pilegrimsleden.no/interessepunkter/steinvik-camping
Kystpilegrimsleia,Sula havglamping,Pilegrimsherberge | Glamping,63.8429407,8.4470407,https://www.pilegrimsleden.no/interessepunkter/sula-havglamping
Kystpilegrimsleia,Sætren Rorbuer,Pilegrimsherberge,62.0440852,5.3432702,https://www.pilegrimsleden.no/interessepunkter/saetren-rorbuer
Kystpilegrimsleia,Telegrafen - Moster Amfi,Pilegrimsherberge,59.7020599,5.3826386,https://www.pilegrimsleden.no/interessepunkter/telegrafen-moster-amfi
Kystpilegrimsleia,Tunheimsfjøra logde,Rorbu,62.0843660,5.5781138,https://www.pilegrimsleden.no/interessepunkter/tunheimsfjora-logde
Kystpilegrimsleia,Årnseth Gapahuk,Gapahuk,63.5948164,9.9625289,https://www.pilegrimsleden.no/interessepunkter/arnseth-gapahuk
Nordleden,Scandic Stiklestad Hotell,Pilegrimsherberge,63.7959568,11.5625599,https://www.pilegrimsleden.no/interessepunkter/stiklestad-nasjonale-kultursenter-stiklestad-hotel
Nordleden,Stiklestad Camping,Rom og hytter | Teltplass,63.7739444,11.5785734,https://www.pilegrimsleden.no/interessepunkter/stiklestad-camping
Romboleden,Balstad pensjonat,Pilegrimsherberge | Vandrerhjem,63.2639573,10.9732818,https://www.pilegrimsleden.no/interessepunkter/balstad-pensjonat
Romboleden,Bekken Pilegrimsherberge,Pilegrimsherberge,63.1916389,11.1540869,https://www.pilegrimsleden.no/interessepunkter/bekken-pilegrimsherberge
Romboleden,Erikbu,Gapahuk,63.3817267,10.7357765,https://www.pilegrimsleden.no/interessepunkter/eriksbu
Romboleden,Jensgarden,Vandrerhjem,63.0617141,11.4537382,https://www.pilegrimsleden.no/interessepunkter/jensgarden
Romboleden,Moheim camping,Rom og hytter,62.9148442,11.8905660,https://www.pilegrimsleden.no/interessepunkter/moheim-camping
Romboleden,Neatun,Vandrerhjem,63.0314758,11.6767263,https://www.pilegrimsleden.no/interessepunkter/neatun
Romboleden,Rumi Hostel - Trondheim Vandrerhjem,Pilegrimsherberge,63.4337714,10.4245614,https://www.pilegrimsleden.no/interessepunkter/rumi-hostel-trondheim-vandrerhjem
Romboleden,Storsand Gård Camping,Teltplass,63.4322046,10.7085925,https://www.pilegrimsleden.no/interessepunkter/storsand-camping
Romboleden,Trøen gård,Pilegrimsherberge,63.0551441,11.5631962,https://www.pilegrimsleden.no/interessepunkter/troen-gard
St. Olavsleden,Andrum för pilgrim,Rom og hytter,63.4018480,13.0731494,https://www.pilegrimsleden.no/interessepunkter/andrum-for-pilgrim
St. Olavsleden,Auskin Kreative Senter,Pilegrimsherberge | Rom og hytter,63.7781270,11.7129774,https://www.pilegrimsleden.no/interessepunkter/auskin-kreative-senter
St. Olavsleden,Austnes Gård og Camping,Campingplass | Rom og hytter,63.7735181,11.7302590,https://www.pilegrimsleden.no/interessepunkter/ostnes-gard
St. Olavsleden,Backs semesterby,Rom og hytter,63.3956880,12.8642350,https://www.pilegrimsleden.no/interessepunkter/duvedsbyn-backs-semesterby
St. Olavsleden,Boda borg,Pilegrimsherberge,62.4593560,16.3739880,https://www.pilegrimsleden.no/interessepunkter/boda-borg
St. Olavsleden,Borgsjö Hembygdsgård,Pilegrimsherberge,62.5416192,15.9018517,https://www.pilegrimsleden.no/interessepunkter/borgsjo-hembygdsgard
St. Olavsleden,Borås gård,Pilegrimsherberge,63.5367624,11.0567195,https://www.pilegrimsleden.no/interessepunkter/boras-gard
St. Olavsleden,Bromyra Camping,Rom og hytter,62.7547495,15.4345578,https://www.pilegrimsleden.no/interessepunkter/bromyra-camping
St. Olavsleden,Camp Viking,Campingplass,62.9175777,15.2529716,https://www.pilegrimsleden.no/interessepunkter/camp-viking
St. Olavsleden,Erikbu,Gapahuk,63.3817267,10.7357765,https://www.pilegrimsleden.no/interessepunkter/eriksbu
St. Olavsleden,Ersgard Gårdshotell med pilegrimsovernatting,Pilegrimsherberge,63.4498686,11.0075248,https://www.pilegrimsleden.no/interessepunkter/ersgard
St. Olavsleden,Frosta Strandhus,Pilegrimsherberge,63.5992556,10.7061553,https://www.pilegrimsleden.no/interessepunkter/frosta-strandhus
St. Olavsleden,Frösö pilgrimscenter,Pilegrimsherberge,63.1782637,14.5206025,https://www.pilegrimsleden.no/interessepunkter/froso-pilgrimscenter
St. Olavsleden,Gapahuk Kleivdalen,Gapahuk,63.7013306,11.8957901,https://www.pilegrimsleden.no/interessepunkter/gapahuk-2
St. Olavsleden,Gapahuk på Kvilbekken,Gapahuk,63.6422773,12.1547489,https://www.pilegrimsleden.no/interessepunkter/gapahuk-pa-kvilbekken
St. Olavsleden,Gullesviken,Pilegrimsherberge,62.3754857,16.7712627,https://www.pilegrimsleden.no/interessepunkter/gullesviken
St. Olavsleden,Hedmans fjellby,Rom og hytter,63.3141509,13.2528979,https://www.pilegrimsleden.no/interessepunkter/hedmans-stugby
St. Olavsleden,Hellberg herberge,Pilegrimsherberge,63.6322739,10.8115467,https://www.pilegrimsleden.no/interessepunkter/hellberg-herberge
St. Olavsleden,Hotell Jämtkrogen,Rom og hytter,62.7541287,15.4171572,https://www.pilegrimsleden.no/interessepunkter/hotell-jamtkrogen
St. Olavsleden,Hussborgs herrgård,Pilegrimsherberge,62.4972886,16.0175548,https://www.pilegrimsleden.no/interessepunkter/hussborgs-herrgard
St. Olavsleden,Hytte ved Tännforsen,Rom og hytter,63.4423883,12.7398206,https://www.pilegrimsleden.no/interessepunkter/hytte-ved-tannforsen
St. Olavsleden,Laberget leirsted og Pilegrimshus,Pilegrimsherberge,63.7066220,11.1367035,https://www.pilegrimsleden.no/interessepunkter/laberget-leirsted-og-pilegrimshus
St. Olavsleden,Levanger Camping,Campingplass,63.7396345,11.2799534,https://www.pilegrimsleden.no/interessepunkter/moan-camping-levanger
St. Olavsleden,Lilla Äppelgården,Pilegrimsherberge,62.4106240,17.2096310,https://www.pilegrimsleden.no/interessepunkter/lilla-appelgarden
St. Olavsleden,Lillelunden Gård,Pilegrimsherberge,63.5067298,11.0759783,https://www.pilegrimsleden.no/interessepunkter/lillelunden-gard
St. Olavsleden,Liten hytte i Lunne,Teltplass,63.0833330,14.8833330,https://www.pilegrimsleden.no/interessepunkter/liten-hytte-i-lunne
St. Olavsleden,Markabygda kirkestue,Pilegrimsherberge,63.6367700,11.2735020,https://www.pilegrimsleden.no/interessepunkter/markabygda-kirkestue
St. Olavsleden,"Medstugan, Vandrarhemmet Mejeriet",Vandrerhjem,63.5196981,12.4079187,https://www.pilegrimsleden.no/interessepunkter/medstugan-vandrarhemmet-mejeriet
St. Olavsleden,Monaplassen gapahuk,Gapahuk,63.4768737,11.0316430,https://www.pilegrimsleden.no/interessepunkter/monaplassen-gapahuk
St. Olavsleden,Munkeby herberge,Pilegrimsherberge,63.7239596,11.3838302,https://www.pilegrimsleden.no/interessepunkter/munkeby-herberge
St. Olavsleden,"Oldervik herberge, Frosta",Pilegrimsherberge,63.6016862,10.7072496,https://www.pilegrimsleden.no/interessepunkter/oldervik-herberge-frosta
St. Olavsleden,Ristafallet,Campingplass,63.3125440,13.3475827,https://www.pilegrimsleden.no/interessepunkter/ristafallet
St. Olavsleden,Rombäck 611,Rom og hytter,62.4898711,16.2848596,https://www.pilegrimsleden.no/interessepunkter/romback-611
St. Olavsleden,Rumi Hostel - Trondheim Vandrerhjem,Pilegrimsherberge,63.4337714,10.4245614,https://www.pilegrimsleden.no/interessepunkter/rumi-hostel-trondheim-vandrerhjem
St. Olavsleden,Scandic Stiklestad Hotell,Pilegrimsherberge,63.7959568,11.5625599,https://www.pilegrimsleden.no/interessepunkter/stiklestad-nasjonale-kultursenter-stiklestad-hotel
St. Olavsleden,Sidsjö Hotell & Konferens,Pilegrimsherberge,62.3778557,17.2865598,https://www.pilegrimsleden.no/interessepunkter/sidsjo-hotell-konferens
St. Olavsleden,Skogset,Pilegrimsherberge,63.6636621,12.0309457,https://www.pilegrimsleden.no/interessepunkter/overnatting-for-pilegrimer
St. Olavsleden,"St. Olavs cabin, Hållsta",Rom og hytter,63.0031533,14.9520995,https://www.pilegrimsleden.no/interessepunkter/st-olavs-cabin-hallsta
St. Olavsleden,Stabbur i Stjørdal,Pilegrimsherberge,63.4706037,10.9399321,https://www.pilegrimsleden.no/interessepunkter/stabbur-i-stjordal
St. Olavsleden,Stalltjärnstugan,Rom og hytter,63.4746590,12.5594250,https://www.pilegrimsleden.no/interessepunkter/stalltjarnstugan
St. Olavsleden,Stiklestad Camping,Rom og hytter | Teltplass,63.7739444,11.5785734,https://www.pilegrimsleden.no/interessepunkter/stiklestad-camping
St. Olavsleden,Storsand Gård Camping,Teltplass,63.4322046,10.7085925,https://www.pilegrimsleden.no/interessepunkter/storsand-camping
St. Olavsleden,Stuga Storharrsjön,Rom og hytter,62.6800763,15.6079805,https://www.pilegrimsleden.no/interessepunkter/stuga-storharrsjon
St. Olavsleden,Sundsvalls ridklubb,Pilegrimsherberge,62.4128481,17.1980667,https://www.pilegrimsleden.no/interessepunkter/sundsvalls-ridklubb
St. Olavsleden,Troset Gård – overnatting for pilegrimer,Pilegrimsherberge,63.6305095,11.3234496,https://www.pilegrimsleden.no/interessepunkter/troset-overnatting-for-pilegrimer
St. Olavsleden,Träporten,Pilegrimsherberge | Rom og hytter,62.5366430,15.9193640,https://www.pilegrimsleden.no/interessepunkter/traporten
St. Olavsleden,Valberg Slektsgård,Pilegrimsherberge,63.5538542,10.6690121,https://www.pilegrimsleden.no/interessepunkter/valberg-slektsgard
St. Olavsleden,Valum Gård Pilegrimsovernatting,Rom og hytter,63.7026314,11.1328350,https://www.pilegrimsleden.no/interessepunkter/valum-gard-pilegrimsovernatting
St. Olavsleden,Ådalsvollen Pilegrimslodge,Rom og hytter,63.6642499,12.0552770,https://www.pilegrimsleden.no/interessepunkter/adalsvollen-pilgrim-lodge
St. Olavsleden,Åre Fjällsätra,Pilegrimsherberge,63.3171850,13.2371446,https://www.pilegrimsleden.no/interessepunkter/are-fjallsatra
St. Olavsleden,Øfsti Mellom,Pilegrimsherberge,63.4511383,11.0536194,https://www.pilegrimsleden.no/interessepunkter/ofsti-mellom
Tunsbergleden,Berger Gård,Pilegrimsherberge,59.8645815,10.4729558,https://www.pilegrimsleden.no/interessepunkter/berger-gard
Tunsbergleden,Borre Familie Camping,Campingplass | Teltplass,59.3783077,10.4655385,https://www.pilegrimsleden.no/interessepunkter/borre-familie-camping
Tunsbergleden,Brannåsen,Rom og hytter | Teltplass,59.5329700,10.2393100,https://www.pilegrimsleden.no/interessepunkter/brannasen
Tunsbergleden,Bunks at Rode,Pilegrimsherberge | Vandrerhjem,59.9273939,10.7668296,https://www.pilegrimsleden.no/interessepunkter/bunks-at-rode
Tunsbergleden,Engøy gjestegård,Pilegrimsherberge | Teltplass,59.1458796,10.3125662,https://www.pilegrimsleden.no/interessepunkter/engoy-gjestegard
Tunsbergleden,Fuglesang herberge,Pilegrimsherberge,59.9238617,10.6365279,https://www.pilegrimsleden.no/interessepunkter/fuglesang-herberge-2
Tunsbergleden,Gapahuk ved Solgården,Gapahuk,59.8486197,10.4462707,https://www.pilegrimsleden.no/interessepunkter/outdoor-shelter-by-solgarden
Tunsbergleden,Gapahuk ved Stordammen,Gapahuk,59.7649537,10.3759217,https://www.pilegrimsleden.no/interessepunkter/gapahuk-ved-stordammen
Tunsbergleden,Gardlaus Markastue og pilegrimsherberge,Rom og hytter,59.9338221,10.5539131,https://www.pilegrimsleden.no/interessepunkter/garlaus-markastue-og-pilegrimsherberge
Tunsbergleden,Gon Camping,Campingplass | Teltplass,59.0214358,10.0719031,https://www.pilegrimsleden.no/interessepunkter/gon-camping
Tunsbergleden,Grillhytta på Labakken,Gapahuk | Rasteplass,59.2378550,10.3995218,https://www.pilegrimsleden.no/interessepunkter/grillhytta-pa-labakken
Tunsbergleden,Hamborgstrømpaviljongen,Rom og hytter | Teltplass,59.7542118,10.1912597,https://www.pilegrimsleden.no/interessepunkter/hamborgstrompaviljongen
Tunsbergleden,Kaupang gård,Pilegrimsherberge | Teltplass,59.4545863,10.2478324,https://www.pilegrimsleden.no/interessepunkter/kaupang-gard
Tunsbergleden,Kirkebakken Borre - midlertidig stengt,Pilegrimsherberge,59.3830525,10.4599826,https://www.pilegrimsleden.no/interessepunkter/kirkebakken-borre
Tunsbergleden,Kjølholmen på Veierland,Teltplass,59.1647995,10.3601503,https://www.pilegrimsleden.no/interessepunkter/kjolholmen-pa-veierland
Tunsbergleden,Knutserød ved Borrevannet,Gapahuk | Rasteplass,59.4189000,10.4392000,https://www.pilegrimsleden.no/interessepunkter/knutserod-ved-borrevannet
Tunsbergleden,Kystledhytta Gon,Rom og hytter,59.0200560,10.0705830,https://www.pilegrimsleden.no/interessepunkter/kystledhytta-gon
Tunsbergleden,Kystledhytta Løvøysund,Rom og hytter,59.4454720,10.4550560,https://www.pilegrimsleden.no/interessepunkter/kystledhytta-lovoysund
Tunsbergleden,Kystledhytta på Langgrunn,Rom og hytter,59.3891670,10.4767220,https://www.pilegrimsleden.no/interessepunkter/kystledhytta-pa-langgrunn
Tunsbergleden,Kystledhytta Søndre Tenvik,Rom og hytter,59.1733211,10.3677163,https://www.pilegrimsleden.no/interessepunkter/kystledhytta-sondre-tenvik
Tunsbergleden,Langøyene camping,Teltplass,59.8712779,10.7156181,https://www.pilegrimsleden.no/interessepunkter/langoyene-camping
Tunsbergleden,Lavvoen Biggen,Rasteplass,59.8094600,10.3752500,https://www.pilegrimsleden.no/interessepunkter/lavvoen-biggen
Tunsbergleden,Orebergvannet lavvo ved Veseterstulen,Rasteplass,59.5465987,10.2130151,https://www.pilegrimsleden.no/interessepunkter/orebergvannet-lavvo-ved-veseterstulen
Tunsbergleden,Orrfuglstua pilegrimsherberge,Pilegrimsherberge,59.4289637,10.4461367,https://www.pilegrimsleden.no/interessepunkter/orrfuglstua-pilegrimsherberge
Tunsbergleden,Poppel pilegrimsherberge,Pilegrimsherberge,59.2778261,10.4416313,https://www.pilegrimsleden.no/interessepunkter/poppel-pilegrimsherberge
Tunsbergleden,Preståsen pilegrimsherberge,Pilegrimsherberge,59.1341390,10.2393160,https://www.pilegrimsleden.no/interessepunkter/sunny-place
Tunsbergleden,Røyken Menighetshus,Pilegrimsherberge,59.7465420,10.3882478,https://www.pilegrimsleden.no/interessepunkter/royken-menighetshus
Tunsbergleden,Sande overnatting,Pilegrimsherberge,59.5907643,10.2088204,https://www.pilegrimsleden.no/interessepunkter/sande-overnatting
Tunsbergleden,Småvannsbu,Rom og hytter | Teltplass,59.7862200,10.3764400,https://www.pilegrimsleden.no/interessepunkter/smavannsbu
Tunsbergleden,Tyristua,Rom og hytter | Teltplass,59.5351110,10.2255638,https://www.pilegrimsleden.no/interessepunkter/tyristua
Tunsbergleden,Veierland skole,Rom og hytter,59.1574859,10.3536489,https://www.pilegrimsleden.no/interessepunkter/veierland-skole
Tunsbergleden,Wentzelhytta,Rom og hytter,59.8094466,10.4196783,https://www.pilegrimsleden.no/interessepunkter/wentzelhytta
Tunsbergleden,Østre Aker pilegrimsherberge,Pilegrimsherberge,59.9221295,10.8198166,https://www.pilegrimsleden.no/interessepunkter/ostre-aker-herberge
Valldalsleden,Aaheim camping,Rom og hytter,62.2276702,8.4231037,https://www.pilegrimsleden.no/interessepunkter/aaheim-camping
Valldalsleden,Bjorliheimen hotell,Pilegrimsherberge | Vandrerhjem | Campingplass | Rom og hytter | Teltplass,62.2533484,8.2164860,https://www.pilegrimsleden.no/interessepunkter/bjorliheimen-hotell
Valldalsleden,Dombås gard,Rom og hytter,62.0726800,9.1202563,https://www.pilegrimsleden.no/interessepunkter/dombas-gard
Valldalsleden,Elvebakken Camping,Campingplass | Teltplass,62.3025138,7.2558082,https://www.pilegrimsleden.no/interessepunkter/elvebakken-camping
Valldalsleden,Gammelstuggu,Rom og hytter,62.2350940,8.3063111,https://www.pilegrimsleden.no/interessepunkter/gammelstuggu
Valldalsleden,Gudbrandsjuvet camping,Rom og hytter,62.3288582,7.4704021,https://www.pilegrimsleden.no/interessepunkter/gudbrandsjuvet-camping
Valldalsleden,Klosteret av Den Hellige Olav,Pilegrimsherberge,62.2998853,7.2951452,https://www.pilegrimsleden.no/interessepunkter/monastery-of-saint-olav
