trail,poi_name,category,lat,lon,address,match_status,matched_osm_id,matched_osm_url,matched_osm_name,distance_m,tag_diff
Borgleden,Skjeberg camping,Overnatting | Campingplass,59.1907989,11.1869016,"Nancy Johannessens vei 5, 1747 Skjeberg",possible,way/109585910,https://www.openstreetmap.org/way/109585910,Høysand camping,142.7,compatible_tag_beyond_100m; name:Skjeberg camping->Høysand camping; tourism:camp_site->caravan_site
Kystpilegrimsleia,Badestranda Leiren,Gapahuk,61.4978201,5.1358545,6914 Svanøybukt,gap,,,,,
Kystpilegrimsleia,Borgstua på Kvernes Prestegård,Overnatting | Pilegrimsherberge,63.0057637,7.7235611,"Kvernesveien 888, 6531 Averøy",gap,,,,,
Kystpilegrimsleia,Brekkegarden pilegrimsherberge,Overnatting | Pilegrimsherberge,62.2533151,5.5850209,"Myrane 19, 6083 Gjerdsvika",gap,,,,,
Kystpilegrimsleia,Dagsturhytta Gulakvila,Gapahuk | Dagsturhytte,60.9838664,5.0666969,,gap,,,,,
Kystpilegrimsleia,Dagsturhytta Havglimt,Gapahuk | Dagsturhytte,62.1022702,5.3383185,,gap,,,,,
Kystpilegrimsleia,Dagsturhytta Sørefjordhytta,Gapahuk | Dagsturhytte,61.1843165,5.3427748,,gap,,,,,
Kystpilegrimsleia,Fjøsen Bed & make your own breakfast,Overnatting | Rom og hytter,62.6573691,7.3728435,,gap,,,,,
Kystpilegrimsleia,Friluftsfyret Kvassheim,Overnatting | Pilegrimsherberge,58.5440423,5.6816364,"Kvassheim 100, Brusand",gap,,,,,
Kystpilegrimsleia,Fru Ingas Apartments,Overnatting | Rorbu,62.1237318,5.3131256,,gap,,,,,
Kystpilegrimsleia,Gapahuk i Fagerdalen,Gapahuk,63.6131966,9.8531485,,gap,,,,,
Kystpilegrimsleia,Gapahuk på Kvernes,Gapahuk,63.0080037,7.7164520,,gap,,,,,
Kystpilegrimsleia,Gjertrudstua,Overnatting | Rom og hytter,63.5804899,9.9561704,"Krobakken 32, 7100 Rissa",gap,,,,,
Kystpilegrimsleia,Hatlems Hytter,Overnatting | Rom og hytter,61.1501971,5.1780851,"Lifjordvegen 805, 6957 Hyllestad",gap,,,,,
Kystpilegrimsleia,Huset ved havet,Overnatting | Pilegrimsherberge,58.6135920,5.6175515,"Ægrå, Sør Varhaug 39, 4360 Varhaug",gap,,,,,
Kystpilegrimsleia,Kjeldsund leirstad og gjestegard,Overnatting | Pilegrimsherberge | Rom og hytter | Gapahuk | Rasteplass,62.2723994,5.8258360,"Kjeldsundvegen 111, 6080 Gurksøy",gap,,,,,
Kystpilegrimsleia,Kråen Gard,Overnatting | Pilegrimsherberge | Glamping,62.2227180,5.5412259,"Hallebygda 253, 6084 Larsnes",gap,,,,,
Kystpilegrimsleia,Kvernes på Averøy | Nøkkelsted,Overnatting | Pilegrimsherberge,63.0054590,7.7218786,,gap,,,,,
Kystpilegrimsleia,Kvile- og lesebu i Moltudalen,Gapahuk | Dagsturhytte,62.2792839,5.6271238,,gap,,,,,
Kystpilegrimsleia,Overnatting i stabbur med fire sengeplasser på Karmøy,Overnatting | Pilegrimsherberge,59.3805140,5.2371622,"Kyrkjevegen 26, 4260 Torvastad",gap,,,,,
Kystpilegrimsleia,Pilegrimsherberge i Selje prestegard,Overnatting | Pilegrimsherberge,62.0445246,5.3455867,,gap,,,,,
Kystpilegrimsleia,Reveparken hytteutleige - overnatting direkte ved Jærstrendene,Overnatting | Pilegrimsherberge,58.7680291,5.5125448,"Nordsjøv 560, 4352 Kleppe",gap,,,,,
Kystpilegrimsleia,Seljebuda,Overnatting | Pilegrimsherberge,62.0457947,5.3430192,"Nabben 75, Selje 6740",gap,,,,,
Kystpilegrimsleia,Sjøglytt,Gapahuk | Dagsturhytte,62.0448474,5.3566106,,gap,,,,,
Kystpilegrimsleia,Sula havglamping,Overnatting | Pilegrimsherberge | Glamping,63.8429407,8.4470407,,gap,,,,,
Kystpilegrimsleia,Sætren Rorbuer,Overnatting | Pilegrimsherberge,62.0440852,5.3432702,"Hovevegen 119, 6740 Selje",gap,,,,,
Kystpilegrimsleia,Telegrafen - Moster Amfi,Overnatting | Pilegrimsherberge,59.7020599,5.3826386,,gap,,,,,
Kystpilegrimsleia,Tunheimsfjøra logde,Overnatting | Rorbu,62.0843660,5.5781138,,gap,,,,,
Kystpilegrimsleia,Årnseth Gapahuk,Gapahuk,63.5948164,9.9625289,,gap,,,,,
Kystpilegrimsleia,Austrått camping og motell,Overnatting | Rom og hytter | Teltplass,63.6994677,9.7429580,"Borgveien 21, 7140 Opphaug",matched,way/477627449,https://www.openstreetmap.org/way/477627449,Austrått Camping,65.0,name:Austrått camping og motell->Austrått Camping; osm:tents=yes; tourism:chalet->camp_site
Kystpilegrimsleia,Birkeland Camping,Overnatting | Campingplass,61.1717892,5.3509159,"Birkeland, 6953 Leirvik i Sogn",matched,node/3663314274,https://www.openstreetmap.org/node/3663314274,Birkeland Camping,130.2,name_match_beyond_100m; osm:tents=yes
Kystpilegrimsleia,Blåheia,Gapahuk,63.5971042,9.8966217,,matched,node/2123002752,https://www.openstreetmap.org/node/2123002752,,15.4,+name=Blåheia; shelter_type:lean_to->weather_shelter
Kystpilegrimsleia,Borg sommerhotell og camping,Overnatting | Vandrerhjem,62.4330215,6.3935384,"Løypevegen 3, entrance H, 6012 Ålesund",matched,node/6793650473,https://www.openstreetmap.org/node/6793650473,Borg Sommerhotell,17.8,name:Borg sommerhotell og camping->Borg Sommerhotell; tourism:hostel->guest_house
Kystpilegrimsleia,Eco Camp Norway på Smøla,Overnatting | Pilegrimsherberge | Vandrerhjem,63.3276488,8.0529468,"Trettnesveien 10, 6570 Smøla",matched,way/953763637,https://www.openstreetmap.org/way/953763637,Eco Camp,6.8,+hostel:type=pilgrim; name:Eco Camp Norway på Smøla->Eco Camp
Kystpilegrimsleia,Fyrvokterboligen ved Sula Fyr,Overnatting | Pilegrimsherberge,63.8480640,8.4537920,,matched,node/6817570372,https://www.openstreetmap.org/node/6817570372,Sula fyr,58.9,+hostel:type=pilgrim; name:Fyrvokterboligen ved Sula Fyr->Sula fyr; tourism:hostel->chalet
Kystpilegrimsleia,Gapahuk Aksla,Gapahuk,62.4744002,6.2064004,,matched,way/1272392602,https://www.openstreetmap.org/way/1272392602,,12.3,+name=Gapahuk Aksla; shelter_type:lean_to->weather_shelter
Kystpilegrimsleia,Gapahuken på Rosvollhaugen,Gapahuk,63.3074055,8.0120373,,matched,way/1189170979,https://www.openstreetmap.org/way/1189170979,Rosvollhaugen,6.0,name:Gapahuken på Rosvollhaugen->Rosvollhaugen; +shelter_type=lean_to
Kystpilegrimsleia,Hoddevik strandcamping,Overnatting | Campingplass,62.1277389,5.1629276,,matched,way/710545435,https://www.openstreetmap.org/way/710545435,Hoddevik Strandcamp,79.8,name:Hoddevik strandcamping->Hoddevik Strandcamp
Kystpilegrimsleia,Jetmund Gjesteheim,Overnatting | Vandrerhjem,62.0389756,5.5217335,,matched,node/4585898417,https://www.openstreetmap.org/node/4585898417,Jetmund Gjesteheim,28.9,osm:tents=yes; tourism:hostel->hotel
Kystpilegrimsleia,Kinn Gjestehus,Overnatting | Pilegrimsherberge,61.5664609,4.7650116,"St.Sunniva-vegen 26, 6912 Kinn",matched,node/9833704434,https://www.openstreetmap.org/node/9833704434,Kinn,154.5,name_match_beyond_100m; +hostel:type=pilgrim; name:Kinn Gjestehus->Kinn; tourism:hostel->chalet
Kystpilegrimsleia,Kinn Skulehus,Overnatting | Pilegrimsherberge,61.5656813,4.7674281,"St. Sunniva-vegen 18, 6912 Kinn",matched,node/9833704434,https://www.openstreetmap.org/node/9833704434,Kinn,11.2,+hostel:type=pilgrim; name:Kinn Skulehus->Kinn; tourism:hostel->chalet
Kystpilegrimsleia,Kviltorp camping - Molde,Overnatting | Campingplass,62.7424209,7.2335036,"Fannestrandveien 140, 6419 Molde",matched,way/683303436,https://www.openstreetmap.org/way/683303436,Kviltorp Camping,65.8,name:Kviltorp camping - Molde->Kviltorp Camping; osm:tents=yes
Kystpilegrimsleia,Lammetun ferie og fritid,Overnatting | Campingplass,61.2722307,4.9482290,,matched,way/866303888,https://www.openstreetmap.org/way/866303888,Lammetun Ferie og Fritid,7.3,name:Lammetun ferie og fritid->Lammetun Ferie og Fritid; osm:tents=yes
Kystpilegrimsleia,Lanternen hytte og bobilplass,Overnatting | Rom og hytter,62.3136849,5.7074205,"Jensholmen 1, 6070 Tjørvåg",matched,node/3663315559,https://www.openstreetmap.org/node/3663315559,Lanternen,55.4,name:Lanternen hytte og bobilplass->Lanternen; osm:tents=yes; tourism:chalet->camp_site
Kystpilegrimsleia,Magnusgarden,Overnatting | Pilegrimsherberge,60.6927608,5.1092212,"Lyngheisenteret, Lurevegen 1575, Ytre Lygra, 5912 Seim",matched,node/3137755470,https://www.openstreetmap.org/node/3137755470,Magnusgården,6.1,+hostel:type=pilgrim; name:Magnusgarden->Magnusgården; tourism:hostel->guest_house
Kystpilegrimsleia,Olsens Pensjonat & Gjestehus,Overnatting | Rom og hytter,63.5189518,7.9531674,"Veiholmen, Smøla",matched,node/6793650468,https://www.openstreetmap.org/node/6793650468,Olsens pensjonat,1.4,name:Olsens Pensjonat & Gjestehus->Olsens pensjonat; tourism:chalet->guest_house
Kystpilegrimsleia,Pilegrimsherberge på Svanøy hovedgård,Overnatting | Pilegrimsherberge,61.4934509,5.1319142,,matched,node/10831504128,https://www.openstreetmap.org/node/10831504128,Svanøy hovudgård,8.7,+hostel:type=pilgrim; name:Pilegrimsherberge på Svanøy hovedgård->Svanøy hovudgård; tourism:hostel->guest_house
Kystpilegrimsleia,Selje camp og hyttesenter,Overnatting | Campingplass,62.0410156,5.3563981,"Seljetunvegen 14 , 6740 SELJE",matched,node/3663316370,https://www.openstreetmap.org/node/3663316370,Selje Camp & Hyttesenter,12.8,name:Selje camp og hyttesenter->Selje Camp & Hyttesenter; osm:tents=yes
Kystpilegrimsleia,Steinvik camping,Overnatting | Campingplass,61.9174036,5.1340528,,matched,node/3663316779,https://www.openstreetmap.org/node/3663316779,Steinvik Camping,75.1,name:Steinvik camping->Steinvik Camping; osm:tents=yes
Kystpilegrimsleia,Gjestegården Halsnøy,Overnatting | Rom og hytter,59.7940744,5.7095446,,possible,node/3729825285,https://www.openstreetmap.org/node/3729825285,,15.8,incompatible_or_weak_tags; osm:amenity=shelter; +name=Gjestegården Halsnøy; osm:shelter_type=picnic_shelter; +tourism=chalet
Tunsbergleden,Berger Gård,Overnatting | Pilegrimsherberge,59.8645815,10.4729558,"Halvard Torgersensvei 13, 1395 Hvalstad",gap,,,,,
Tunsbergleden,Brannåsen,Overnatting | Rom og hytter | Teltplass,59.5329700,10.2393100,,gap,,,,,
Tunsbergleden,Engøy gjestegård,Overnatting | Pilegrimsherberge | Teltplass,59.1458796,10.3125662,,gap,,,,,
Tunsbergleden,Fuglesang herberge,Overnatting | Pilegrimsherberge,59.9238617,10.6365279,"Ørakerveien 18B, 0284 Oslo",gap,,,,,
Tunsbergleden,Gapahuk ved Stordammen,Gapahuk,59.7649537,10.3759217,,gap,,,,,
Tunsbergleden,Gardlaus Markastue og pilegrimsherberge,Overnatting | Rom og hytter,59.9338221,10.5539131,Gamle Ringeriksveien 161 1357 Bekkestua,gap,,,,,
Tunsbergleden,Kaupang gård,Overnatting | Pilegrimsherberge | Teltplass,59.4545863,10.2478324,"Korsgårdsveien 70A, 3089 Holmestrand",gap,,,,,
Tunsbergleden,Kirkebakken Borre - midlertidig stengt,Overnatting | Pilegrimsherberge,59.3830525,10.4599826,"Kirkebakken 7, 3184 Borre",gap,,,,,
Tunsbergleden,Kjølholmen på Veierland,Overnatting | Teltplass,59.1647995,10.3601503,,gap,,,,,
Tunsbergleden,Lavvoen Biggen,Rasteplass,59.8094600,10.3752500,,gap,,,,,
Tunsbergleden,Orrfuglstua pilegrimsherberge,Overnatting | Pilegrimsherberge,59.4289637,10.4461367,"Orrfuglstien 42, 3189 Horten",gap,,,,,
Tunsbergleden,Poppel pilegrimsherberge,Overnatting | Pilegrimsherberge,59.2778261,10.4416313,"Poppelveien 10, 3118 Tønsberg",gap,,,,,
Tunsbergleden,Preståsen pilegrimsherberge,Overnatting | Pilegrimsherberge,59.1341390,10.2393160,"Fjellheimveien 36, 3216 Sandefjord",gap,,,,,
Tunsbergleden,Røyken Menighetshus,Overnatting | Pilegrimsherberge,59.7465420,10.3882478,"Kjekstadveien 3, 3440 Røyken",gap,,,,,
Tunsbergleden,Sande overnatting,Overnatting | Pilegrimsherberge,59.5907643,10.2088204,,gap,,,,,
Tunsbergleden,Tyristua,Overnatting | Rom og hytter | Teltplass,59.5351110,10.2255638,,gap,,,,,
Tunsbergleden,Veierland skole,Overnatting | Rom og hytter,59.1574859,10.3536489,,gap,,,,,
Tunsbergleden,Østre Aker pilegrimsherberge,Overnatting | Pilegrimsherberge,59.9221295,10.8198166,"Ulvenveien 104, 0665 Oslo",gap,,,,,
Tunsbergleden,Borre Familie Camping,Overnatting | Campingplass | Teltplass,59.3783077,10.4655385,Steinbrygga 30 3184 Borre,matched,way/561884725,https://www.openstreetmap.org/way/561884725,Borre Familiecamping,92.5,name:Borre Familie Camping->Borre Familiecamping; osm:tents=yes
Tunsbergleden,Bunks at Rode,Overnatting | Pilegrimsherberge | Vandrerhjem,59.9273939,10.7668296,"Københavngata 10, 0566 Oslo",matched,node/2790244101,https://www.openstreetmap.org/node/2790244101,Bunks at Rode,8.7,+hostel:type=pilgrim
Tunsbergleden,Gapahuk ved Solgården,Gapahuk,59.8486197,10.4462707,,matched,way/960805989,https://www.openstreetmap.org/way/960805989,,88.8,+name=Gapahuk ved Solgården; shelter_type:lean_to->public_transport
Tunsbergleden,Gon Camping,Overnatting | Campingplass | Teltplass,59.0214358,10.0719031,,matched,node/3663315018,https://www.openstreetmap.org/node/3663315018,Gon Camping,43.2,osm:tents=no
Tunsbergleden,Grillhytta på Labakken,Gapahuk | Rasteplass,59.2378550,10.3995218,,matched,node/12204728472,https://www.openstreetmap.org/node/12204728472,,19.4,+name=Grillhytta på Labakken
Tunsbergleden,Hamborgstrømpaviljongen,Overnatting | Rom og hytter | Teltplass,59.7542118,10.1912597,,matched,node/9797299419,https://www.openstreetmap.org/node/9797299419,Hamborgstrømpaviljongen,2.3,tourism:chalet->wilderness_hut
Tunsbergleden,Knutserød ved Borrevannet,Gapahuk | Rasteplass,59.4189000,10.4392000,,matched,node/4341903601,https://www.openstreetmap.org/node/4341903601,,32.7,+amenity=shelter; +name=Knutserød ved Borrevannet; +shelter_type=lean_to; osm:tourism=picnic_site
Tunsbergleden,Kystledhytta Løvøysund,Overnatting | Rom og hytter,59.4454720,10.4550560,,matched,node/1356458508,https://www.openstreetmap.org/node/1356458508,Løvøysund,0.8,name:Kystledhytta Løvøysund->Løvøysund
Tunsbergleden,Kystledhytta på Langgrunn,Overnatting | Rom og hytter,59.3891670,10.4767220,,matched,node/9833704334,https://www.openstreetmap.org/node/9833704334,Langgrunn,2.9,name:Kystledhytta på Langgrunn->Langgrunn
Tunsbergleden,Kystledhytta Søndre Tenvik,Overnatting | Rom og hytter,59.1733211,10.3677163,,matched,node/1356459151,https://www.openstreetmap.org/node/1356459151,Søndre Tenvik,6.9,name:Kystledhytta Søndre Tenvik->Søndre Tenvik
Tunsbergleden,Orebergvannet lavvo ved Veseterstulen,Rasteplass,59.5465987,10.2130151,"Hvittingveien 155, 3072 Sande i Vestfold, Norway",matched,way/896193087,https://www.openstreetmap.org/way/896193087,,60.9,+name=Orebergvannet lavvo ved Veseterstulen; shelter_type:lean_to->basic_hut
Tunsbergleden,Småvannsbu,Overnatting | Rom og hytter | Teltplass,59.7862200,10.3764400,"DNT Småvannsbu, Asker, Norge",matched,node/343508885,https://www.openstreetmap.org/node/343508885,Småvannsbu,7.1,tourism:chalet->wilderness_hut
Tunsbergleden,Wentzelhytta,Overnatting | Rom og hytter,59.8094466,10.4196783,,matched,node/9810716523,https://www.openstreetmap.org/node/9810716523,Wentzelhytta,6.4,
Tunsbergleden,Kystledhytta Gon,Overnatting | Rom og hytter,59.0200560,10.0705830,,possible,node/3663315018,https://www.openstreetmap.org/node/3663315018,Gon Camping,204.4,compatible_tag_beyond_100m; name:Kystledhytta Gon->Gon Camping; osm:tents=no; tourism:chalet->camp_site
Tunsbergleden,Langøyene camping,Overnatting | Teltplass,59.8712779,10.7156181,,possible,node/6463659344,https://www.openstreetmap.org/node/6463659344,Langøyene,286.3,name_match_beyond_100m; name:Langøyene camping->Langøyene; +tents=yes; tourism:camp_site->chalet
Østerdalsleden,Barmo -hus til leie,Overnatting | Rom og hytter,61.7579278,11.1744449,Gamle Kongevei 2466,gap,,,,,
Østerdalsleden,Bjerkelihytten på Aasgårvollen,Overnatting | Rom og hytter,62.3843455,10.8380014,"Eggeliveien 513, 2542 Vingelen",gap,,,,,
Østerdalsleden,Dagfinnstua på Oddheim,Overnatting | Rom og hytter,61.0592235,12.6021817,"Vestigardsvegen 85, Lutnes, 2427 Plassen",gap,,,,,
Østerdalsleden,Elgstua | Gjerfloen Fluefiske,Overnatting | Rom og hytter,61.1419977,12.4857420,2427 Plassen,gap,,,,,
Østerdalsleden,Eltdalen Grendehus,Overnatting | Rom og hytter,61.4805181,11.9358556,"Eltdalsvegen 1392, 2430 Jordet",gap,,,,,
Østerdalsleden,Fagertun,Overnatting | Rom og hytter,62.2729759,10.7722322,Kongsveien 5,gap,,,,,
Østerdalsleden,Fiskvik Søndre - Jaktslottet.,Overnatting | Rom og hytter,61.6531582,11.1670376,"Moraveien 800, 2485 Rendalen",gap,,,,,
Østerdalsleden,Fjellavvo ved Osdalssjøhøgda naturreservat,Overnatting | Rom og hytter,61.6028500,11.7454300,,gap,,,,,
Østerdalsleden,"Flenåsstua, Ol-Jons garden",Overnatting | Rom og hytter,61.3294466,12.2466511,Flendalsvegen 172,gap,,,,,
Østerdalsleden,Fluesonen | Gjerfloen fluefiske,Overnatting | Vandrerhjem,61.1161923,12.5383102,2427 Plassen,gap,,,,,
Østerdalsleden,Heimvollen,Overnatting | Rom og hytter,63.2035775,10.4363251,"Heimvollen, 7234 Ler",gap,,,,,
Østerdalsleden,Hytte på Osåsan,Overnatting | Rom og hytter,62.4805069,11.1250201,"Hørtdalen 50, 2550 Os I Østerdalen",gap,,,,,
Østerdalsleden,Hytte ved Nordstu Digre,Overnatting | Rom og hytter,62.9639538,10.6884527,Samsjøveien 229,gap,,,,,
Østerdalsleden,Hytte | Storbekkøya museumssæter,Overnatting | Rom og hytter,62.7963475,10.6247878,"Budalen, 4810 Budalen",gap,,,,,
Østerdalsleden,Kari Maries Sommerresidens,Overnatting | Rom og hytter,62.9469167,10.6347222,,gap,,,,,
Østerdalsleden,Kneppstua - stengt,Overnatting | Rom og hytter,61.6545203,11.1673021,,gap,,,,,
Østerdalsleden,Koie ved Netsjøen,Overnatting | Rom og hytter,61.4701603,11.2272756,,gap,,,,,
Østerdalsleden,Koie ved Nysledammen,Overnatting | Rom og hytter,61.4623386,11.9730055,,gap,,,,,
Østerdalsleden,Mandfloen husmannsplass,Overnatting | Rom og hytter,61.1483690,12.4675857,,gap,,,,,
Østerdalsleden,Negarn,Overnatting | Rom og hytter,61.8836523,11.0902430,"Østagrenda 72, Rendalen, Norge",gap,,,,,
Østerdalsleden,Perskoia,Overnatting | Rom og hytter,61.3374033,11.3913948,,gap,,,,,
Østerdalsleden,Pilegrimsbu Vardan,Overnatting | Rom og hytter,62.8903674,10.5875393,,gap,,,,,
Østerdalsleden,Pilegrimsbu ved Okstjønna,Overnatting | Rom og hytter,63.0502213,10.6784213,,gap,,,,,
Østerdalsleden,Pilegrimslavvo ved Søndre Kvanntjønna,Overnatting | Rom og hytter,62.1084714,10.9356135,,gap,,,,,
Østerdalsleden,Romenstad Gård,Overnatting | Vandrerhjem,61.9676364,11.1071762,"Romenstad Gård, 2585 Rendalen",gap,,,,,
Østerdalsleden,Samatun,Overnatting | Rom og hytter,63.1104949,10.5960162,Lunddalsvegen 2180 (mellom innsjøene Håen og Samsjøen),gap,,,,,
Østerdalsleden,Simensvollen - trivelig seterstue,Overnatting | Rom og hytter,62.4677224,11.0710488,"Hørtdalen 409, 2550 Os I Østerdalen",gap,,,,,
Østerdalsleden,Skårsåsbua,Overnatting | Rom og hytter,62.0186659,10.9633912,,gap,,,,,
Østerdalsleden,Småvangan skihytte,Overnatting | Rom og hytter,62.1770516,10.8226490,,gap,,,,,
Østerdalsleden,Stengt- Pilegrimshytta i Otnes,Overnatting | Rom og hytter,61.7581462,11.1794455,"Strandvn 16, Otnes",gap,,,,,
Østerdalsleden,Svarttjønnbua,Overnatting | Rom og hytter,62.7352447,10.7675833,,gap,,,,,
Østerdalsleden,Tollefkoia,Overnatting | Rom og hytter,61.2751008,11.4490914,,gap,,,,,
Østerdalsleden,Tollefsa Gjestegård,Overnatting | Vandrerhjem,62.4178455,10.8583664,,gap,,,,,
Østerdalsleden,Trollhaugen,Overnatting | Rom og hytter,62.3423585,10.8130088,"Ytre Åsan 335, 2500 Tynset",gap,,,,,
Østerdalsleden,Trollhytta,Overnatting | Rom og hytter,61.4252775,11.3018990,,gap,,,,,
Østerdalsleden,Øyvindtjønna sælehus,Gapahuk,63.2603695,10.3340098,,gap,,,,,
Østerdalsleden,Camp Fredbo Trysil,Overnatting | Vandrerhjem,61.4391676,12.1481109,"Fredbo, 2430 Jordet",matched,node/3663317202,https://www.openstreetmap.org/node/3663317202,Trysil Camp - Fredbo,44.7,name:Camp Fredbo Trysil->Trysil Camp - Fredbo; tourism:hostel->camp_site
Østerdalsleden,Hognabua,Overnatting | Rom og hytter,62.6899712,10.7955641,,matched,node/9833704253,https://www.openstreetmap.org/node/9833704253,Hognabua,8.1,
Østerdalsleden,Lia gård pilegrimshus,Overnatting | Pilegrimsherberge,61.5560217,11.1805445,"Storsjøveien 258, 2485 Rendalen",matched,node/12222879551,https://www.openstreetmap.org/node/12222879551,Lia Gård Pilegrimssenter,4.4,+hostel:type=pilgrim; name:Lia gård pilegrimshus->Lia Gård Pilegrimssenter; tourism:hostel->guest_house
Østerdalsleden,Pilegrimsbua Rensjøen,Overnatting | Rom og hytter,61.6725951,11.3719511,,matched,way/438476292,https://www.openstreetmap.org/way/438476292,Pilegrimsbua,3.5,name:Pilegrimsbua Rensjøen->Pilegrimsbua; tourism:chalet->wilderness_hut
Østerdalsleden,Rena Camping,Overnatting | Campingplass | Rom og hytter,61.1375625,11.3801110,"Brugata 28, 2450 Rena",matched,way/323417403,https://www.openstreetmap.org/way/323417403,Rena Camping,104.1,name_match_beyond_100m; tourism:chalet->caravan_site
Østerdalsleden,Rendalen Camping,Overnatting | Campingplass | Rom og hytter | Teltplass,61.6921815,11.2089691,"Parkeveien 11, 2485 Åkrestrømmen",matched,node/3663316799,https://www.openstreetmap.org/node/3663316799,Rendalen camping,27.5,name:Rendalen Camping->Rendalen camping; osm:tents=yes; tourism:chalet->camp_site
Østerdalsleden,Samsjøbua,Overnatting | Rom og hytter,63.0719798,10.7109286,,matched,node/9833704415,https://www.openstreetmap.org/node/9833704415,Samsjøbua,11.9,
Østerdalsleden,Skinningskoia,Overnatting | Rom og hytter,61.1066449,12.5616132,,matched,way/641052322,https://www.openstreetmap.org/way/641052322,Skinningskoia,21.5,
Østerdalsleden,Spellmovollen,Overnatting | Rom og hytter,62.6267163,10.8482695,"Vangrøftdalen, 2550 Os i Østerdalen",matched,node/3343684186,https://www.openstreetmap.org/node/3343684186,Spellmovollen,14.6,tourism:chalet->hostel
Østerdalsleden,Storsjøsenteret,Overnatting | Vandrerhjem,61.6921326,11.2088763,"Rendalen, 2485 Rendalen",matched,node/3663316799,https://www.openstreetmap.org/node/3663316799,Rendalen camping,24.0,name:Storsjøsenteret->Rendalen camping; osm:tents=yes; tourism:hostel->camp_site
Østerdalsleden,Trysil Hyttegrend & Camping,Overnatting | Vandrerhjem | Rom og hytter,61.2925837,12.2834712,,matched,node/3663317203,https://www.openstreetmap.org/node/3663317203,"Trysil Hyttegrend, Motell og Camping",49.2,"name:Trysil Hyttegrend & Camping->Trysil Hyttegrend, Motell og Camping; tourism:hostel->camp_site"
Østerdalsleden,Trysilelva Camping,Overnatting | Vandrerhjem,61.3041381,12.2743678,"Trysilelva Camping, 2420 Trysil‎",matched,way/614558427,https://www.openstreetmap.org/way/614558427,Trysilelva camping,79.7,name:Trysilelva Camping->Trysilelva camping; osm:tents=yes; tourism:hostel->camp_site
Østerdalsleden,Ljørkoia ved Løpsjøen,Overnatting | Rom og hytter,61.1711600,11.4614230,,possible,way/1263073320,https://www.openstreetmap.org/way/1263073320,,64.9,incompatible_or_weak_tags; osm:amenity=shelter; +name=Ljørkoia ved Løpsjøen; +tourism=chalet
Østerdalsleden,Osdalsjøhytta,Overnatting | Rom og hytter,61.6268001,11.6570759,,possible,node/3283570647,https://www.openstreetmap.org/node/3283570647,,219.3,incompatible_or_weak_tags; osm:amenity=shelter; +name=Osdalsjøhytta; osm:shelter_type=weather_shelter; +tourism=chalet
Valldalsleden,Elvebakken Camping,Overnatting | Campingplass | Teltplass,62.3025138,7.2558082,"Olavsgata 70 6210 Sylte, Norge",gap,,,,,
Valldalsleden,Gammelstuggu,Overnatting | Rom og hytter,62.2350940,8.3063111,"Romsdalsveien, 2668 Lesjaskog",gap,,,,,
Valldalsleden,Klosteret av Den Hellige Olav,Overnatting | Pilegrimsherberge,62.2998853,7.2951452,"Solbergsvegen 74, Fjørå, 6210, Valldal",gap,,,,,
Valldalsleden,Koia - Hytte i Verma,Overnatting | Rom og hytter,62.2695601,8.0741358,,gap,,,,,
Valldalsleden,Kvennbekkhytta (stengt),Overnatting | Rom og hytter,62.1923994,8.5405803,"Kolbotn 204, 2667 Lesjaverk",gap,,,,,
Valldalsleden,Lesja Gjestgiveri,Overnatting | Rom og hytter,62.1182020,8.8533729,"Romsdalsvegen 1401, 2665 Lesja",gap,,,,,
Valldalsleden,Lorkverna,Overnatting | Rom og hytter,62.1200643,8.6512083,2666 Lora,gap,,,,,
Valldalsleden,Muri hytteutleige,Overnatting | Rom og hytter,62.2991634,7.2549677,"Grandegata 63, 6210 Valldal",gap,,,,,
Valldalsleden,Sør-Einbu,Overnatting | Rom og hytter,62.2390944,8.3011685,"Søreinbu nørdre, 2668 Lesjaskog",gap,,,,,
Valldalsleden,Aaheim camping,Overnatting | Rom og hytter,62.2276702,8.4231037,"Romsdalsvegen 4057, 2668 Lesjaskog",matched,way/304849086,https://www.openstreetmap.org/way/304849086,Aaheim Camping,36.7,name:Aaheim camping->Aaheim Camping; tourism:chalet->camp_site
Valldalsleden,Bjorliheimen hotell,Overnatting | Hotell | Pilegrimsherberge | Vandrerhjem | Campingplass | Rom og hytter | Teltplass,62.2533484,8.2164860,"Romsdalsvegen, 2669 Bjorli, Norway",matched,way/231250926,https://www.openstreetmap.org/way/231250926,,35.5,+hostel:type=pilgrim; +name=Bjorliheimen hotell; tourism:hostel->caravan_site
Valldalsleden,Dombås gard,Overnatting | Rom og hytter,62.0726800,9.1202563,"Domaasgrendi 2, 2660 Dombås",matched,node/3663314565,https://www.openstreetmap.org/node/3663314565,Domaas Gård Hyttetun & Caravancamp,33.2,name:Dombås gard->Domaas Gård Hyttetun & Caravancamp; osm:tents=yes; tourism:chalet->camp_site
Valldalsleden,Gudbrandsjuvet camping,Overnatting | Rom og hytter,62.3288582,7.4704021,"Valldalsvegen 1439, 6210 Valldal, Norway",matched,node/3663315238,https://www.openstreetmap.org/node/3663315238,Gudbrandsjuvet Camping,14.4,name:Gudbrandsjuvet camping->Gudbrandsjuvet Camping; osm:tents=yes; tourism:chalet->camp_site
