trail,poi_name,category,lat,lon,address,match_status,matched_osm_id,matched_osm_url,matched_osm_name,distance_m,tag_diff
Gudbrandsdalsleden,Nermo Herberge - idyllisk herberge tilknyttet Nermo Hotell i Øyer,Overnatting | Pilegrimsherberge,61.2441965,10.4577559,Nermosvingen 60 2636 Øyer,matched,node/2689605721,https://www.openstreetmap.org/node/2689605721,Nermo hotell,70.5,+hostel:type=pilgrim; name:Nermo Herberge - idyllisk herberge tilknyttet Nermo Hotell i Øyer->Nermo hotell; tourism:hostel->hotel
Gudbrandsdalsleden,Nørgar Voll,Overnatting | Pilegrimsherberge,62.8719012,9.8428057,"Orkdalsveien 1341, Voll, 7393 Rennebu",matched,way/748647214,https://www.openstreetmap.org/way/748647214,Nørgar Voll,20.3,+hostel:type=pilgrim
Gudbrandsdalsleden,Odin Camping,Overnatting | Campingplass | Rom og hytter | Teltplass,60.0953436,10.1838112,"Nedre Onsakerveien 49, 3530 Røyse",matched,node/3663316129,https://www.openstreetmap.org/node/3663316129,Odin Camping AS,82.4,name:Odin Camping->Odin Camping AS; tourism:chalet->camp_site
Gudbrandsdalsleden,Onsakervika Camping,Overnatting | Campingplass | Rom og hytter | Teltplass,60.0945694,10.1806443,"Øvre Onsakerveien 64, 3530 Røyse",matched,node/3663316149,https://www.openstreetmap.org/node/3663316149,Onsakervika Camping,33.3,tourism:chalet->camp_site
Gudbrandsdalsleden,Oppdalsporten,Overnatting | Pilegrimsherberge | Teltplass,62.6570070,9.8811290,"Trondheimsvegen 1220, 7347 Oppdal",matched,way/202890248,https://www.openstreetmap.org/way/202890248,Oppdalsporten,124.9,name_match_beyond_100m; +hostel:type=pilgrim; tourism:hostel->caravan_site
Gudbrandsdalsleden,Orkla Gjestebolig,Overnatting | Hotell | Pilegrimsherberge,63.1247456,9.7031509,"Løkkenbakkan 2, 7332 Løkken Verk",matched,node/6817588286,https://www.openstreetmap.org/node/6817588286,Orkla Gjestebolig,30.9,+hostel:type=pilgrim; tourism:hostel->guest_house
Gudbrandsdalsleden,Oslo Vandrerhjem Haraldsheim,Overnatting | Pilegrimsherberge,59.9410840,10.7888320,"Haraldsheimveien 4, 0587 Oslo",matched,way/59750899,https://www.openstreetmap.org/way/59750899,Haraldsheim,34.3,+hostel:type=pilgrim; name:Oslo Vandrerhjem Haraldsheim->Haraldsheim
Gudbrandsdalsleden,Pilegrimssenter Dale-Gudbrand,Overnatting | Pilegrimsherberge,61.5485334,9.9665523,,matched,node/6808271341,https://www.openstreetmap.org/node/6808271341,Dale-Gudbrands gard,10.5,+hostel:type=pilgrim; name:Pilegrimssenter Dale-Gudbrand->Dale-Gudbrands gard; tourism:hostel->hotel
Gudbrandsdalsleden,Pilegrimssenter Granavollen,Overnatting | Teltplass | Rasteplass,60.3673312,10.5283785,"Granavollen 28, 2750 Gran",matched,node/1902970226,https://www.openstreetmap.org/node/1902970226,Granavolden Gjæstgiveri,95.7,name:Pilegrimssenter Granavollen->Granavolden Gjæstgiveri; +tents=yes; tourism:camp_site->hotel
Gudbrandsdalsleden,Ry Gjestegård,Overnatting | Rom og hytter | Teltplass,62.9226962,9.7901916,"Tverdalsveien 263, 7393 Rennebu",matched,node/9040020597,https://www.openstreetmap.org/node/9040020597,Ry Herberge,38.8,name:Ry Gjestegård->Ry Herberge; tourism:chalet->guest_house
Gudbrandsdalsleden,Ryphusan,Overnatting | Pilegrimsherberge | Rom og hytter | Teltplass,62.4209662,9.7025165,"Vinstradalsveien 1511, 7345 Drivdalen",matched,node/4363452794,https://www.openstreetmap.org/node/4363452794,Ryphusan,6.3,+hostel:type=pilgrim; tourism:hostel->wilderness_hut
Gudbrandsdalsleden,Sløvika Camping,Overnatting | Pilegrimsherberge | Campingplass | Rom og hytter | Teltplass,60.2844034,10.4101311,,matched,way/984255607,https://www.openstreetmap.org/way/984255607,Sløvika camping,59.2,+hostel:type=pilgrim; name:Sløvika Camping->Sløvika camping; tourism:hostel->camp_site
Gudbrandsdalsleden,Smegarden Camping,Overnatting | Campingplass | Rom og hytter | Teltplass,62.5342769,9.6247091,"Losråket 12, 7345 Driva",matched,way/202589748,https://www.openstreetmap.org/way/202589748,Smegarden Camping,117.7,name_match_beyond_100m; tourism:chalet->camp_site
Gudbrandsdalsleden,Snøhetta Camping,Overnatting | Campingplass | Rom og hytter | Teltplass,62.2205812,9.5494045,"Hjerkinnhusvegen 14, 2661 Hjerkinn",matched,way/202737478,https://www.openstreetmap.org/way/202737478,Snøhetta Camping,18.2,osm:tents=yes; tourism:chalet->camp_site
Gudbrandsdalsleden,Stall Lisletta,Overnatting | Rom og hytter | Teltplass,60.1481275,10.2923870,"Hadelandsveien 122, 3511 Hønefoss",matched,node/8414795817,https://www.openstreetmap.org/node/8414795817,Stall Lisletta,52.5,tourism:chalet->caravan_site
Gudbrandsdalsleden,Steinvik Camping,Overnatting | Rom og hytter | Teltplass,60.9158586,10.7003821,"Kastbakkveien 5, 2390 Moelv",matched,way/370747016,https://www.openstreetmap.org/way/370747016,Steinvik Camping og Hyttegrend,36.1,name:Steinvik Camping->Steinvik Camping og Hyttegrend; osm:tents=yes; tourism:chalet->camp_site
Gudbrandsdalsleden,Støslia - Outdoor shelter,Gapahuk,61.6179930,9.7463869,,matched,node/13982366801,https://www.openstreetmap.org/node/13982366801,Gapahuk,36.7,name:Støslia - Outdoor shelter->Gapahuk; +shelter_type=lean_to
Gudbrandsdalsleden,Sveen gård (Airbnb),Overnatting | Pilegrimsherberge,60.7615625,11.0810623,"Sandvikavegen 180, 2312 Ottestad",matched,node/10911645404,https://www.openstreetmap.org/node/10911645404,Sveen gård,32.6,+hostel:type=pilgrim; name:Sveen gård (Airbnb)->Sveen gård; tourism:hostel->chalet
Gudbrandsdalsleden,Sygard Grytting - middelalderloft,Overnatting | Hotell | Pilegrimsherberge,61.5759382,9.8924360,,matched,node/2687169421,https://www.openstreetmap.org/node/2687169421,Sygard Grytting,29.7,+hostel:type=pilgrim; name:Sygard Grytting - middelalderloft->Sygard Grytting; tourism:hostel->hotel
Gudbrandsdalsleden,Sæteren Gård,Overnatting | Rom og hytter,59.9479400,10.5621640,"Murenveien 151, 1356 Bekkestua.",matched,node/530783833,https://www.openstreetmap.org/node/530783833,Sæteren gård,15.2,name:Sæteren Gård->Sæteren gård; tourism:chalet->wilderness_hut
Gudbrandsdalsleden,Tangenodden Camping,Overnatting | Campingplass | Rom og hytter | Teltplass,60.6139315,11.2608196,"Refling Hagensvei 54, 2337 Tangen",matched,way/153674479,https://www.openstreetmap.org/way/153674479,Tangenodden Camping,56.5,tourism:chalet->camp_site
Gudbrandsdalsleden,"Tankeplass - ""Hovudet, Klokkeporten og Falkesteinen""",Gapahuk,61.4933252,10.1810386,,matched,way/708001651,https://www.openstreetmap.org/way/708001651,,4.3,"+name=Tankeplass - ""Hovudet, Klokkeporten og Falkesteinen""; +shelter_type=lean_to"
Gudbrandsdalsleden,Toftemo Turiststasjon,Overnatting | Hotell | Rom og hytter | Teltplass,61.9994920,9.2209140,"Vestsidevegen 1, 2662 Dovre",matched,way/294787632,https://www.openstreetmap.org/way/294787632,Toftemo Turiststasjon,64.7,tourism:chalet->camp_site
Gudbrandsdalsleden,Ullereng gård pilegrimsherberge,Overnatting | Rom og hytter | Teltplass,59.9992729,11.0822464,"Bølerveien 123, 2015 Leirsund",matched,node/8018787776,https://www.openstreetmap.org/node/8018787776,Ullereng gård pilegrimsherberge,9.5,tourism:chalet->guest_house
Gudbrandsdalsleden,Varphaugen Gård,Overnatting | Campingplass,61.7079031,9.5521787,,matched,node/3663316796,https://www.openstreetmap.org/node/3663316796,Storrusten Gjestehus & Camping Sjoa,16.5,name:Varphaugen Gård->Storrusten Gjestehus & Camping Sjoa
Gudbrandsdalsleden,Vollheim camping og hytter,Overnatting | Campingplass | Rom og hytter | Teltplass,61.9186080,9.3582674,"Solsidevegen 19, 2623 Dovreskogen",matched,way/312329189,https://www.openstreetmap.org/way/312329189,Vollheim Camping og Hytter,43.0,name:Vollheim camping og hytter->Vollheim Camping og Hytter; osm:tents=yes; tourism:chalet->camp_site
Gudbrandsdalsleden,Øvergaard i Lillehammer tilbyr overnatting i sentrum for pilegrimer,Overnatting | Vandrerhjem,61.1159737,10.4709911,Jernbanegata 24 2609 Lillehammer,matched,node/6808271314,https://www.openstreetmap.org/node/6808271314,Øvergaard,1.2,name:Øvergaard i Lillehammer tilbyr overnatting i sentrum for pilegrimer->Øvergaard; tourism:hostel->guest_house
Gudbrandsdalsleden,Øysand Camping,Overnatting | Campingplass,63.3270960,10.2133370,"Gamle Kongevei 56, 7224 Melhus.",matched,way/529802395,https://www.openstreetmap.org/way/529802395,,86.9,+name=Øysand Camping
Gudbrandsdalsleden,Enkel overnatting i gapahuk/hytte,Overnatting | Gapahuk,60.3805850,11.2759638,"Ljødalstuvegen, Eidsvoll kommune",possible,way/446724919,https://www.openstreetmap.org/way/446724919,Gapahuk,1914.0,name_match_beyond_100m; name:Enkel overnatting i gapahuk/hytte->Gapahuk
Gudbrandsdalsleden,Gapahuk i Klokkerhavna,Overnatting | Teltplass | Gapahuk,60.3674225,10.5375538,,possible,node/1902970232,https://www.openstreetmap.org/node/1902970232,Sanner Hotell,197.1,compatible_tag_beyond_100m; +amenity=shelter; name:Gapahuk i Klokkerhavna->Sanner Hotell; +shelter_type=lean_to; osm:tourism=hotel
Gudbrandsdalsleden,Gapahuk i Skar,Gapahuk,61.5904745,9.8321629,,possible,node/6131154231,https://www.openstreetmap.org/node/6131154231,,134.4,compatible_tag_beyond_100m; +name=Gapahuk i Skar
Gudbrandsdalsleden,"Gapahuken ""Gubbero""",Gapahuk,59.9663388,10.9423496,,possible,node/1931260548,https://www.openstreetmap.org/node/1931260548,Gubbero gapahuk,160.2,"compatible_tag_beyond_100m; name:Gapahuken ""Gubbero""->Gubbero gapahuk; +shelter_type=lean_to"
Gudbrandsdalsleden,Husmannsstuggua,Overnatting | Pilegrimsherberge | Rom og hytter | Teltplass,60.9517894,10.6111379,"Klomsteinrovegen 41, 2836 Biri",possible,way/1547668734,https://www.openstreetmap.org/way/1547668734,,199.7,incompatible_or_weak_tags; osm:amenity=shelter; +hostel:type=pilgrim; +name=Husmannsstuggua; osm:shelter_type=lean_to; +tourism=hostel
Gudbrandsdalsleden,Langøyene camping,Overnatting | Teltplass,59.8712779,10.7156181,,possible,node/6463659344,https://www.openstreetmap.org/node/6463659344,Langøyene,286.3,name_match_beyond_100m; name:Langøyene camping->Langøyene; +tents=yes; tourism:camp_site->chalet
Gudbrandsdalsleden,Lian Gård Pilegrimsherberge,Overnatting | Pilegrimsherberge,63.4026594,10.3098965,"Lianvegen 37, 7024 Trondheim",possible,node/3042476874,https://www.openstreetmap.org/node/3042476874,,247.0,incompatible_or_weak_tags; +hostel:type=pilgrim; +name=Lian Gård Pilegrimsherberge; tourism:hostel->picnic_site
Gudbrandsdalsleden,Ner-Grefstad gard,Overnatting | Pilegrimsherberge,63.0465912,9.7109163,"Kvamsveien 616, 7336 Meldal",possible,node/7804528517,https://www.openstreetmap.org/node/7804528517,Erikkaplassen,186.3,incompatible_or_weak_tags; +hostel:type=pilgrim; name:Ner-Grefstad gard->Erikkaplassen; tourism:hostel->picnic_site
Gudbrandsdalsleden,Olskastet,Overnatting | Pilegrimsherberge | Rom og hytter,63.0779090,9.6955974,,possible,node/4997601821,https://www.openstreetmap.org/node/4997601821,Olskastet,10.8,incompatible_or_weak_tags; osm:amenity=shelter; +hostel:type=pilgrim; osm:shelter_type=basic_hut; +tourism=hostel
Gudbrandsdalsleden,Plassastoggo,Overnatting | Rom og hytter | Teltplass,62.5309052,9.6283373,"Driva, 7340 Oppdal",possible,node/6131154206,https://www.openstreetmap.org/node/6131154206,,6.6,incompatible_or_weak_tags; osm:amenity=shelter; +name=Plassastoggo; +tourism=chalet
Gudbrandsdalsleden,Rastebu Granavollen,Rasteplass,60.3674628,10.5286081,,possible,node/1902970226,https://www.openstreetmap.org/node/1902970226,Granavolden Gjæstgiveri,112.4,compatible_tag_beyond_100m; +amenity=shelter; name:Rastebu Granavollen->Granavolden Gjæstgiveri; +shelter_type=lean_to; osm:tourism=hotel
Gudbrandsdalsleden,Risebru Pilegrimsherberge,Overnatting | Pilegrimsherberge,60.2377458,11.1701499,"Risebruvegen 6, 2054 Mogreina",possible,node/4802937315,https://www.openstreetmap.org/node/4802937315,,51.9,incompatible_or_weak_tags; +hostel:type=pilgrim; +name=Risebru Pilegrimsherberge; tourism:hostel->picnic_site
Gudbrandsdalsleden,Strandheimen Gjestehus,Overnatting | Pilegrimsherberge,63.3256020,10.2143190,"Gamle Kongeveg 40A, 7224 Melhus",possible,way/529802395,https://www.openstreetmap.org/way/529802395,,103.3,compatible_tag_beyond_100m; +hostel:type=pilgrim; +name=Strandheimen Gjestehus; tourism:hostel->camp_site
Gudbrandsdalsleden,"Stugguhaugen, Fagerhaug",Overnatting | Pilegrimsherberge | Rom og hytter,62.6586943,9.8846054,"Trondheimsvegen 1251, 7340 Oppdal",possible,way/202890248,https://www.openstreetmap.org/way/202890248,Oppdalsporten,226.8,"compatible_tag_beyond_100m; +hostel:type=pilgrim; name:Stugguhaugen, Fagerhaug->Oppdalsporten; tourism:hostel->caravan_site"
St. Olavsleden,Auskin Kreative Senter,Overnatting | Pilegrimsherberge | Rom og hytter,63.7781270,11.7129774,"Vukuveien 971, 7660 Vuku",gap,,,,,
St. Olavsleden,Boda borg,Overnatting | Pilegrimsherberge,62.4593560,16.3739880,Bodaborg 100 Torpshammar 841 75 Sweden,gap,,,,,
St. Olavsleden,Borgsjö Hembygdsgård,Overnatting | Pilegrimsherberge,62.5416192,15.9018517,"Borgsjöbyn 187, 841 97 Erikslund, Sweden",gap,,,,,
St. Olavsleden,Borås gård,Overnatting | Pilegrimsherberge,63.5367624,11.0567195,"Langsteinvegen 1036, 7520 Hegra",gap,,,,,
St. Olavsleden,Ersgard Gårdshotell med pilegrimsovernatting,Overnatting | Pilegrimsherberge,63.4498686,11.0075248,"Sørsideveien 450, 7514 Stjørdal",gap,,,,,
St. Olavsleden,Frosta Strandhus,Overnatting | Pilegrimsherberge,63.5992556,10.7061553,"Breivikveien 20, 7633 Frosta",gap,,,,,
St. Olavsleden,Gullesviken,Overnatting | Pilegrimsherberge,62.3754857,16.7712627,"Loböle 110 864 95 Stöde, Sweden",gap,,,,,
St. Olavsleden,Hedmans fjellby,Overnatting | Rom og hytter,63.3141509,13.2528979,Hålland Undersåker 837 95 Sverige,gap,,,,,
St. Olavsleden,Lilla Äppelgården,Overnatting | Pilegrimsherberge,62.4106240,17.2096310,KUNGSNÄS 115 855 90 Sundsvall Sweden,gap,,,,,
St. Olavsleden,Lillelunden Gård,Overnatting | Pilegrimsherberge,63.5067298,11.0759783,"Bangveien 623, 7514 Stjørdal",gap,,,,,
St. Olavsleden,Liten hytte i Lunne,Overnatting | Teltplass,63.0833330,14.8833330,,gap,,,,,
St. Olavsleden,Markabygda kirkestue,Overnatting | Pilegrimsherberge,63.6367700,11.2735020,"Sørgrenda 5, 7622 Markabygd",gap,,,,,
St. Olavsleden,"Medstugan, Vandrarhemmet Mejeriet",Overnatting | Vandrerhjem,63.5196981,12.4079187,Medstugan Duved 830 15 Sverige,gap,,,,,
St. Olavsleden,"Oldervik herberge, Frosta",Overnatting | Pilegrimsherberge,63.6016862,10.7072496,"Breivikveien 50, Småland, 7633 Frosta",gap,,,,,
St. Olavsleden,Rombäck 611,Overnatting | Rom og hytter,62.4898711,16.2848596,"Rombäck 611 84013 Torpshammar, Sweden",gap,,,,,
St. Olavsleden,Skogset,Overnatting | Pilegrimsherberge,63.6636621,12.0309457,"Jämtlandsvegen 3414, 7660 Vuku, Norway",gap,,,,,
St. Olavsleden,"St. Olavs cabin, Hållsta",Overnatting | Rom og hytter,63.0031533,14.9520995,Hållsta 245 Brunflo,gap,,,,,
St. Olavsleden,Stabbur i Stjørdal,Overnatting | Pilegrimsherberge,63.4706037,10.9399321,"Husbyvegen 33, Stjørdal",gap,,,,,
St. Olavsleden,Stalltjärnstugan,Overnatting | Rom og hytter,63.4746590,12.5594250,Stalltjärnstugan 605 Duved 83772 Sverige,gap,,,,,
St. Olavsleden,Stuga Storharrsjön,Overnatting | Rom og hytter,62.6800763,15.6079805,"Storharrsjön 120, Sverige",gap,,,,,
St. Olavsleden,Sundsvalls ridklubb,Overnatting | Pilegrimsherberge,62.4128481,17.1980667,"Kungsnäs 122 855 90 SUNDSVALL, Sweden",gap,,,,,
St. Olavsleden,Valberg Slektsgård,Overnatting | Pilegrimsherberge,63.5538542,10.6690121,"Frostaveien 2302, 7633 Frosta",gap,,,,,
St. Olavsleden,Valum Gård Pilegrimsovernatting,Overnatting | Rom og hytter,63.7026314,11.1328350,"Brokstien 38, 7620 Skogn",gap,,,,,
St. Olavsleden,Øfsti Mellom,Overnatting | Pilegrimsherberge,63.4511383,11.0536194,"Øfsti Mellom, Sørsidevegen 699, 7514 Stjørdal",gap,,,,,
St. Olavsleden,Backs semesterby,Overnatting | Rom og hytter,63.3956880,12.8642350,"Duvedsbyn 308, 830 15 Duved, Sweden",matched,way/587589526,https://www.openstreetmap.org/way/587589526,Backs Semesterby,49.5,name:Backs semesterby->Backs Semesterby
St. Olavsleden,Camp Viking,Overnatting | Campingplass,62.9175777,15.2529716,Hannåsen 107 Gällö 843 95 Sweden,matched,node/2694353532,https://www.openstreetmap.org/node/2694353532,Camp Viking,22.2,tourism:camp_site->caravan_site
St. Olavsleden,Erikbu,Gapahuk,63.3817267,10.7357765,,matched,node/8260089908,https://www.openstreetmap.org/node/8260089908,Erikbu,3.8,
St. Olavsleden,Gapahuk Kleivdalen,Gapahuk,63.7013306,11.8957901,,matched,node/12825373745,https://www.openstreetmap.org/node/12825373745,,11.2,+name=Gapahuk Kleivdalen
St. Olavsleden,Gapahuk på Kvilbekken,Gapahuk,63.6422773,12.1547489,,matched,way/1060280800,https://www.openstreetmap.org/way/1060280800,,5.9,+name=Gapahuk på Kvilbekken
St. Olavsleden,Hellberg herberge,Overnatting | Pilegrimsherberge,63.6322739,10.8115467,"Fånesvegen 755, 7633 Frosta",matched,node/6566674939,https://www.openstreetmap.org/node/6566674939,Hellberg herberge,10.9,+hostel:type=pilgrim
St. Olavsleden,Hotell Jämtkrogen,Overnatting | Hotell | Rom og hytter,62.7541287,15.4171572,"Riksvägen 11, 843 31 BRÄCKE, SWEDEN",matched,way/142795115,https://www.openstreetmap.org/way/142795115,Jämtkrogen,23.5,name:Hotell Jämtkrogen->Jämtkrogen; tourism:chalet->hotel
St. Olavsleden,Hussborgs herrgård,Overnatting | Hotell | Pilegrimsherberge,62.4972886,16.0175548,Hussborgsvägen 432 Ljungaverk 841 98 Sweden,matched,node/3523833707,https://www.openstreetmap.org/node/3523833707,Hussborgs herrgård,3.0,+hostel:type=pilgrim; tourism:hostel->hotel
St. Olavsleden,Hytte ved Tännforsen,Overnatting | Rom og hytter,63.4423883,12.7398206,,matched,node/13266595311,https://www.openstreetmap.org/node/13266595311,,83.8,+name=Hytte ved Tännforsen; osm:tents=no; tourism:chalet->caravan_site
St. Olavsleden,Laberget leirsted og Pilegrimshus,Overnatting | Pilegrimsherberge,63.7066220,11.1367035,"Sjøvegen 328, 7620 Skogn",matched,node/6817588289,https://www.openstreetmap.org/node/6817588289,Laberget leirsted,37.2,+hostel:type=pilgrim; name:Laberget leirsted og Pilegrimshus->Laberget leirsted; tourism:hostel->guest_house
St. Olavsleden,Levanger Camping,Overnatting | Campingplass,63.7396345,11.2799534,"Moafjæra 2 A, 7606 Levanger",matched,node/3663315568,https://www.openstreetmap.org/node/3663315568,Levanger Camping,71.0,osm:tents=yes
St. Olavsleden,Monaplassen gapahuk,Gapahuk,63.4768737,11.0316430,,matched,node/13945719601,https://www.openstreetmap.org/node/13945719601,,18.7,+name=Monaplassen gapahuk; +shelter_type=lean_to
St. Olavsleden,Munkeby herberge,Overnatting | Pilegrimsherberge,63.7239596,11.3838302,"Munkebyvegen 245, 7608 Levanger",matched,node/6817570380,https://www.openstreetmap.org/node/6817570380,Munkeby Herberge,6.8,+hostel:type=pilgrim; name:Munkeby herberge->Munkeby Herberge; tourism:hostel->guest_house
St. Olavsleden,Ristafallet,Overnatting | Campingplass,63.3125440,13.3475827,"Rista 321, 83794 Undersåker / Sweden",matched,way/783370464,https://www.openstreetmap.org/way/783370464,Ristafallet Camping,51.2,name:Ristafallet->Ristafallet Camping; osm:tents=yes
St. Olavsleden,Rumi Hostel - Trondheim Vandrerhjem,Overnatting | Hotell | Pilegrimsherberge,63.4337714,10.4245614,Weidemanns veg 41 B 7043 Trondheim,matched,way/1039106465,https://www.openstreetmap.org/way/1039106465,RUMI Hostel,11.0,+hostel:type=pilgrim; name:Rumi Hostel - Trondheim Vandrerhjem->RUMI Hostel
St. Olavsleden,Scandic Stiklestad Hotell,Overnatting | Hotell | Pilegrimsherberge,63.7959568,11.5625599,"Stiklestad alle 350, Verdal",matched,way/236640561,https://www.openstreetmap.org/way/236640561,Scandic Stiklestad,19.5,+hostel:type=pilgrim; name:Scandic Stiklestad Hotell->Scandic Stiklestad; tourism:hostel->hotel
St. Olavsleden,Sidsjö Hotell & Konferens,Overnatting | Hotell | Pilegrimsherberge,62.3778557,17.2865598,Paviljongvägen 9 B 852 40 Sundsvall,matched,node/1255767098,https://www.openstreetmap.org/node/1255767098,Sidsjö Hotell & Konferens,54.2,+hostel:type=pilgrim; tourism:hostel->hotel
St. Olavsleden,Stiklestad Camping,Overnatting | Rom og hytter | Teltplass,63.7739444,11.5785734,"Vukuveien 261, 7650 Verdal",matched,node/3663316782,https://www.openstreetmap.org/node/3663316782,Stiklestad Camping,86.8,osm:tents=yes; tourism:chalet->camp_site
St. Olavsleden,Storsand Gård Camping,Overnatting | Teltplass,63.4322046,10.7085925,"Storsandveien 1, 7563 Malvik",matched,way/175424875,https://www.openstreetmap.org/way/175424875,Storsand Gård Camping,233.4,name_match_beyond_100m
St. Olavsleden,Troset Gård – overnatting for pilegrimer,Overnatting | Pilegrimsherberge,63.6305095,11.3234496,"Trosetveien 111, 7622 Markabygd",matched,node/6817570375,https://www.openstreetmap.org/node/6817570375,Troset gård,16.0,+hostel:type=pilgrim; name:Troset Gård – overnatting for pilegrimer->Troset gård; tourism:hostel->apartment
St. Olavsleden,Träporten,Overnatting | Pilegrimsherberge | Rom og hytter,62.5366430,15.9193640,Borgsjöbyn 139 841 97 Erikslund Sverige,matched,way/1238807100,https://www.openstreetmap.org/way/1238807100,Borgsjö Strand Restaurang & Camping,54.8,+hostel:type=pilgrim; name:Träporten->Borgsjö Strand Restaurang & Camping; osm:tents=yes; tourism:hostel->camp_site
St. Olavsleden,Ådalsvollen Pilegrimslodge,Overnatting | Rom og hytter,63.6642499,12.0552770,"Jamtlandsveien 3551, 7660 Vuku",matched,node/13960824037,https://www.openstreetmap.org/node/13960824037,Ådalsvollen Retreat,26.1,name:Ådalsvollen Pilegrimslodge->Ådalsvollen Retreat
St. Olavsleden,Åre Fjällsätra,Overnatting | Pilegrimsherberge,63.3171850,13.2371446,"Byvägen 86, 837 95 Undersåker, Sverige",matched,way/566346522,https://www.openstreetmap.org/way/566346522,Åre Fjällsätra,9.4,+hostel:type=pilgrim; tourism:hostel->hotel
St. Olavsleden,Andrum för pilgrim,Overnatting | Rom og hytter,63.4018480,13.0731494,Kabinbanevägen 12 837 52 Åre,possible,way/185557546,https://www.openstreetmap.org/way/185557546,AGO Mitt i Åre,199.0,compatible_tag_beyond_100m; name:Andrum för pilgrim->AGO Mitt i Åre; tourism:chalet->hotel
St. Olavsleden,Austnes Gård og Camping,Overnatting | Campingplass | Rom og hytter,63.7735181,11.7302590,"Austnesbakkan 18A, 7660 Vuku, Norway",possible,way/609899583,https://www.openstreetmap.org/way/609899583,Østnes Camping,203.7,compatible_tag_beyond_100m; name:Austnes Gård og Camping->Østnes Camping; tourism:chalet->camp_site
St. Olavsleden,Bromyra Camping,Overnatting | Rom og hytter,62.7547495,15.4345578,"Bräcke Ö, 840 60 Bräcke, Sweden",possible,node/1642118079,https://www.openstreetmap.org/node/1642118079,,128.1,incompatible_or_weak_tags; osm:amenity=shelter; +name=Bromyra Camping; osm:shelter_type=picnic_shelter; +tourism=chalet
St. Olavsleden,Frösö pilgrimscenter,Overnatting | Pilegrimsherberge,63.1782637,14.5206025,"Stockevägen 17, Frösön",possible,node/4558612412,https://www.openstreetmap.org/node/4558612412,,69.2,incompatible_or_weak_tags; osm:amenity=shelter; +hostel:type=pilgrim; +name=Frösö pilgrimscenter; osm:shelter_type=public_transport; +tourism=hostel
Borgleden,Bakkelund Backpackers,Overnatting | Rom og hytter | Teltplass,59.6802386,10.7225305,,gap,,,,,
Borgleden,Berg pilegrimsherberge,Overnatting | Pilegrimsherberge,59.1369926,11.3298869,"Lundestadveien 185, 1763 Halden.",gap,,,,,
Borgleden,"Gapahuk med grillplass Tobru, Halden",Overnatting | Gapahuk | Rasteplass,59.1545253,11.2919712,,gap,,,,,
Borgleden,Haldenhytta,Overnatting | Pilegrimsherberge,59.1187617,11.3935733,"Festningsgata 3, 1767 Halden",gap,,,,,
Borgleden,Pilegrimsovernatting i Moss,Overnatting | Pilegrimsherberge,59.4136357,10.6629665,"Bjerkeveien 16, 1526 Moss",gap,,,,,
Borgleden,Solåsen pilegrimsgård,Overnatting | Pilegrimsherberge,59.5067271,10.6886244,"Falkeveien 19, 1555 Son",gap,,,,,
Borgleden,Urtegården Nordre Mørk,Overnatting | Rasteplass,59.5489309,10.6979168,"Nordre Mørk, Gjølstadveien 275, 1550 Hølen",gap,,,,,
Borgleden,Østre Aker pilegrimsherberge,Overnatting | Pilegrimsherberge,59.9221295,10.8198166,"Ulvenveien 104, 0665 Oslo",gap,,,,,
Borgleden,Bakke Camping,Overnatting | Rasteplass,59.0140034,11.4509889,"Iddefjordsveien 907, 1765 Halden",matched,node/3663314251,https://www.openstreetmap.org/node/3663314251,Bakke Camping,3.8,+amenity=shelter; +shelter_type=lean_to; osm:tourism=camp_site
Borgleden,Bråtorp Camping,Overnatting | Campingplass | Rom og hytter | Teltplass,58.9113625,11.5237426,"Skaugskrokveien 27, 1765 Halden",matched,node/3663317138,https://www.openstreetmap.org/node/3663317138,Svingen Camping,62.0,name:Bråtorp Camping->Svingen Camping; tourism:chalet->camp_site
Borgleden,Bunks at Rode,Overnatting | Pilegrimsherberge | Vandrerhjem,59.9273939,10.7668296,"Københavngata 10, 0566 Oslo",matched,node/2790244101,https://www.openstreetmap.org/node/2790244101,Bunks at Rode,8.7,+hostel:type=pilgrim
Borgleden,Fredriksten Camping,Overnatting | Campingplass | Rom og hytter | Teltplass,59.1159429,11.3986499,"Generalveien, 1769 Halden",matched,way/608090452,https://www.openstreetmap.org/way/608090452,Fredriksten Camping,1.4,tourism:chalet->camp_site
Borgleden,"Gapahuk med grillplass, Skjeberg/Guslundåsen-Heia",Overnatting | Gapahuk | Rasteplass,59.2213893,11.1974888,,matched,node/13021533679,https://www.openstreetmap.org/node/13021533679,,57.8,"+name=Gapahuk med grillplass, Skjeberg/Guslundåsen-Heia"
Borgleden,Utne Camping,Overnatting | Campingplass,59.3180143,10.9809503,"Desiderias vei 41, 1719 Greåker",matched,node/3663317730,https://www.openstreetmap.org/node/3663317730,Utne Camping,27.3,osm:tents=yes
Borgleden,Langøyene camping,Overnatting | Teltplass,59.8712779,10.7156181,,possible,node/6463659344,https://www.openstreetmap.org/node/6463659344,Langøyene,286.3,name_match_beyond_100m; name:Langøyene camping->Langøyene; +tents=yes; tourism:camp_site->chalet
